,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Tahm Kench,2.0701735656915083,2.22025451742511,2.3331551335557434,1.444262299806443,2.0114000655973108,2.0985395501846513,2.4120557579325284,1.954507214597195,2.4827640815644934,2.0373503212342947,2.103594814285638,1.4147823428573199,1.8207642243101259,2.0974729624793147,1.253328317098967,2.280914573907192,2.018355570998863,2.1856467411062726,1.9760240570718806,2.2347540590859762,2.0147880248424395,2.1471394553350702,1.8759832106743388,2.106127925058105,2.2117615818064653,1.9451751818035081,2.1627539106028837,2.502397704725101,2.105979451543748,2.118211782895551,2.17384972853958,1.9132111404867231,1.9925191452817494,1.9793003107201204,1.7242073530350444,1.905473358364106,2.1851543754874285,1.945238772161133,1.9210595520156395,1.7680876584481995,2.284427398311656,1.6587015443550228,1.5354034902388694,2.0121528802818722,2.1898262802842487,2.1479150538340535,2.1564218195031897,2.098587917311534,1.9986557269722622,2.0957017692052644,1.8414388180326178,2.423009676024869,2.3248080247749434,2.2588813639708425,2.4597158027748476,1.9147736858763982,2.1628478026734097,2.0701745109149736,2.039805706788475,1.7757227793514134,2.0941004774277987,2.2316193061254475,1.9792565003392364,1.5198348730492237,2.1291911024969292,2.096555395630141,2.278597594568664,1.510546019665321,2.1017207590517715,2.1101008674912096,1.8551657374434016,1.7522617063230106,2.208405415658842,2.1488984059905003,2.0092114644356514,1.882305520862077,1.386318408641798,2.029429972422029,1.4386395090034212,1.8436320725303177,2.3368606173821607,2.0023918533534975,2.0442208051083783,2.0263622902335743,2.0802074052546957,1.6130266047170296,2.077823452791803,1.8684412805995863,1.7600102871235652,2.058846628333222,2.0411772755007496,1.404673827553965,1.7773664458888416,1.824263633996971,1.8973183142781709,1.9987918814572345,2.211798363941506,1.9861915436768858,2.4062212619568473,1.6920457140431773,1.6657403514672902,1.7363589674019213,1.963132538516792,1.5985508536399202,2.06073413850371,1.9279806360761764,1.7398450614881735,2.4342666951578362,1.731388489229903,1.5869601372425508,1.682746480470716,1.8370585697840318,2.0217310217749525,2.1950369182173235,0.0,1.9351815221179818,2.4687268913821563,1.6596902196928731,2.1749002850317707,1.6831410446283706,2.1615374890441834,1.805538847005465,2.3982516208218483,1.948266471144616,1.9847691087832742,2.101694144269937,1.8798648937053926,2.0043043295139653,2.399630725753757,1.9401056849962093,1.934880717730621,2.107836192973819,2.11390792942915,2.0605931986367403,2.051421795840675,2.1828666678747735,2.1345124832500915,2.5681804246454067,2.026618552864836,2.2911961162495458,2.6387126234868163,2.0658909212879397,1.9279591176856885,2.2427059737904362,1.7336051938970136,2.6095304610009844,1.8997516345043322,1.6612206545000947,2.280339421456243,1.9835962439855723
Taliyah,1.905089382217448,1.613400558737879,1.722383749716048,1.939766368960124,2.2490677078547265,1.770332788772193,2.2935564209964183,1.5332555776690784,2.1820094409812323,1.6214232875993289,1.5159140397737483,1.6382785730198592,2.3246428174338365,2.1134884984661233,1.8135449822202439,1.9331424520491065,1.5409589181028485,1.5625769763495698,2.3448502689104394,1.8920912804394068,2.2143258714673113,1.67468451628522,2.315059374598109,1.87701347549253,1.7743473514254071,1.543288023240461,1.7471053769596836,2.011483696896354,2.223565181660753,1.8218147846312633,1.971737119988564,1.9106753671614367,1.8626734670569691,2.2254823030595112,1.7948717989803051,1.9146988988111864,1.9977764056674203,2.0436079489113306,1.921714211728833,1.8575084447432808,1.7467517505001007,1.6642274848685326,1.6062958756914605,1.9605439244264513,2.238789400165424,1.8256593061857387,1.9058736113913943,1.906169656281109,1.5015082550128636,1.673615257363135,1.742998659161583,2.1862401626848706,1.9204577248916392,1.704374057343946,2.245035383578605,1.6477388060285538,1.919069238349049,1.8429133751427644,1.6293360456371984,1.7835248359584124,1.9251601622182637,1.5722484737981843,1.752616525704786,1.8800248662434504,1.8030997119886498,1.6588247247217385,1.8909838863107449,1.618046244183253,1.8917369778028592,2.4895862467991225,1.771321489734012,2.1117773708427063,2.205259384921389,1.9669427134189121,2.05526491882172,1.9881269450932502,1.4842876421775952,2.3427510568612955,1.9913702451391238,1.4030491120100457,1.8476190137175605,1.923030166064972,2.1748753958236224,2.12385834492234,1.5084630208133902,1.7792365397319791,2.208829905879052,1.9138791843286125,1.7591415687201695,1.3640161306286163,1.791695325412052,1.4404814767520446,2.1824683163253873,1.7026949960654854,1.9760022126980314,1.871896551347749,1.7929395968436093,1.8612803226266874,1.9241334643287802,1.751488710327537,1.480230414385976,1.6611415124985456,1.9779516084423467,1.9141646099768417,1.9892525528768412,2.151965145348558,2.0965587010864204,2.1260679763590677,1.9124143683372232,1.6862832026857157,1.830253641383728,1.7596465258700362,1.5860280265315048,1.4762885649177262,1.9351815221179818,0.0,2.2928145141829552,2.375539782255305,2.6413979301057533,2.249088992715463,2.174834751840257,2.4431232033762695,2.9060240590372652,1.791538927924875,2.0479406351363845,2.57531730280889,2.352430646194007,1.946380297205251,2.2441603908961847,2.1246406591030493,1.9696196995569977,2.4029030450403055,1.826666569920467,2.0126768755103095,2.782867507191549,2.6842922231019455,2.438154593174971,2.065792443676299,1.9680882389163599,2.647928345561097,2.5366019417941605,2.040447707218404,2.418727618200884,2.6507603246426323,2.1663970326726028,2.4413443512841546,1.9664531651510988,1.9653179303276955,1.64367239206771,2.169903395628304
Talon,1.8528847793714025,2.0085800601558454,1.62181957574393,2.3695436970264394,2.4648308821363965,2.4460305157570525,2.6874394215248016,1.7803578247020728,2.618073385170189,2.297038016814032,1.978877214503129,2.44365603619803,2.547665170282981,2.357742598891018,2.3733675641061094,2.43890986687836,1.849174604897277,2.1336583639542246,2.451555694973268,2.4590600540445395,1.7784369028064784,1.6294938341737186,2.3772525116149708,1.9110460065248607,1.8487140325023763,2.1363643487107296,1.9906823450432751,2.396785369111006,2.646534470303593,1.7849019900370038,1.8005202766307886,2.335801166272044,2.1476907566464822,1.94288893116647,2.265012715713981,2.4121164466008156,2.23149329370845,2.0765507467023543,2.278906430561191,2.0043195507547913,1.8459244707589098,2.4227451158531914,2.3138663369914227,2.1381348542644494,1.9157352718792342,2.0777606240035866,2.112467176289997,2.2707128858708328,1.7940863649137213,2.190073133046967,2.5170002245811296,2.730391023488709,1.879501646666573,1.6263450216491948,2.476794585472091,1.4868294025630755,2.2985583186861644,1.690453841152802,2.1731855656513255,1.9980569692280765,2.4622051623354246,1.8708824009606317,1.7695956550024334,2.3112559986537673,2.1322585780601058,2.2878980261328254,2.101080889901886,2.3406308599529417,2.243467643895971,2.4808094292604523,2.119588268563976,2.626883583305566,1.7753796244479803,2.281895777711494,1.8774263405524536,2.5490594177881345,2.1146033198919403,2.1354847269456783,2.3384088983270197,1.8977191070592463,2.4556473696350687,1.8377991132042462,2.5762463530647146,2.094369146770887,2.2147179760494193,2.156366609837898,1.9853493610393185,2.4385369781060966,1.8468864951616801,1.661222251278848,2.0113013589301367,2.000033703883205,2.323628476363355,2.089515762113322,1.814470928560842,1.6603644424770834,1.711846364114753,2.358098067138348,2.243903302292829,2.2866878560965023,1.907683065447018,1.631814974030083,1.9179462817132795,2.1357326987745835,2.2012676771138757,2.2984343712172626,2.319458281300197,2.6981753541619784,2.213114488960902,2.1626004203184035,2.382186879482315,2.0846143790081433,1.6151583835149186,2.048259049725209,2.4687268913821563,2.2928145141829552,0.0,2.349155038243719,2.0392574984006795,2.1746612810331087,2.0087684968176878,2.1045495192491352,1.8145397254903697,1.6140374126016914,1.6934025061177163,1.956019411794283,1.9417060691585228,1.7774774494097147,1.8549927324692086,1.7301899737572044,1.90560530600534,2.019394396230887,1.838113579104187,1.6157176351687095,2.088869558394574,1.9044486938049918,1.67525221895054,2.0609470971275705,1.862017271839257,1.8238609971595372,1.6050930255875409,1.6754967114911328,1.9936594563528507,2.5923417039997845,2.056060930100507,1.4865510252663594,1.9398757012728463,2.097843915452879,1.8517203431372682,2.373668079998395
Taric,2.3065286517404027,2.3437964824976674,2.5253185291421114,1.5679555795899702,2.0710079931404217,2.218814800316482,2.4427030665569234,1.983358519051183,2.4154604564282542,2.18164650508906,2.4692032861016298,1.6577562647554462,2.0100950650000575,2.2010073944523323,1.3374225572764824,2.4121137396864643,2.2610970509913764,2.406421463253597,2.210014016035149,2.4792224550081907,2.333928918169845,2.316548160043469,2.073463398413523,2.3174383746285963,2.6308363916815765,2.207391637189131,2.2342758336602113,2.7821787760375543,2.1920222608557127,2.433886271978055,2.666989151949189,2.039612285983793,2.3666108053686674,2.029603067378509,2.2423103972865968,2.3111339729398863,2.5616631534493477,2.3125429787981675,2.004049716391109,1.97590099928616,2.5377813879686983,1.7210892625604612,1.3205318689621335,2.2788097600671784,2.4583020274814724,2.4819414557879957,2.4714547511301648,2.3253267557357087,2.132560561807665,2.377314871957368,1.7541218191864534,2.533378734509126,2.55676536646446,2.4076732877096605,2.4119733737097837,2.1633529472888657,2.4754504750856707,2.4617064506416857,2.305936213398135,2.044864567960632,2.3805550436215905,2.5218868741986653,2.369228080586401,1.4443356639782965,2.0242147325528914,2.3393072023174644,2.612357474475683,1.4413256453765793,2.0870654707307423,2.310384833857702,1.9368576006672222,1.9627473783353777,2.3316053750874213,2.1238949993566085,2.147877474049749,1.7783065805761746,1.2205307670891101,2.2362335708563106,1.585294616726463,1.911205222098327,2.603951848335922,2.2322924482603286,2.1220910935938084,2.282152572700412,2.276607674802169,1.8024933422903318,2.306900890319462,1.9662643959130277,1.9870954428737866,2.133711766453102,2.2244787281137333,1.3336897651530428,1.958370947736529,2.2005466011941297,2.196718958639007,2.435258505918223,2.4655826346279373,2.298485088442673,2.567565241157214,1.8377115925955991,1.635562959155754,1.8472309132938327,2.2288267278692335,1.7384628986712096,2.2226924170201117,2.0254437355020904,1.937443327963799,2.4287247849953126,1.8690875082274812,1.380732557914668,1.4360922113561887,1.89873599326247,2.257912111757897,2.3801397402296747,1.6596902196928731,2.375539782255305,2.349155038243719,0.0,1.9444970775952795,1.6352142940375602,1.966765351049159,1.7699099515572139,2.226498198261908,1.7988801967028292,1.8509461510603573,1.9493956914403325,1.7832573472016064,1.8560366659792056,2.2977648978823426,1.7595316819781528,1.8312176825579478,2.040266337601611,2.011487343297698,1.9943130822236284,1.9532214487693653,1.9209098389545833,2.06775950590794,2.283109990729401,1.8732307073574868,2.0592587590128573,2.6644332561022743,1.6961734380569726,1.7237070012453575,1.7641304802631723,1.8087333753659438,2.6104845282027056,1.7728574469466074,1.366316580459506,2.1199995374064833,1.6272720897540314
Teemo,2.3754063939738383,2.1718859136510638,2.2044955833146203,2.2253773733608506,1.8982121797962999,2.3150012408234337,2.081118630363323,1.995365856227921,2.051858178732345,2.355897115442059,2.557437610231446,2.2054691501704062,1.932073942360127,2.0435275827977515,2.125805089535279,2.2439445354698244,2.4633732664749872,2.413765235239181,1.9917871312633306,2.6008910053470187,1.9777276837179976,2.2039179229556947,1.9592190896328732,2.1052924295437156,2.5260236957790045,2.4621964502093494,2.1361937520265664,2.6806149004398594,2.0335258931360114,2.3880422157601586,2.23364215513579,2.429041352066532,2.4644838608078428,1.5710333974010986,2.3606259301108987,2.5973920387813156,2.6483386865140575,2.3612729907878887,1.5405631146486076,1.8741584528272794,2.503276923333148,2.1853838680823645,1.8572482432886082,2.5477458612527615,2.036419443617204,2.563978089867319,2.29603093823648,1.9736464011496382,2.0767514948494123,2.4365677729904864,2.208011872973866,2.4164723519926836,2.599925771840637,2.0170925300797338,2.2262074718164,2.0253674392254397,2.4192984453201194,2.3076573388932915,2.3305370620385832,2.184780244407483,2.3679508928206414,2.383893873500372,2.2747053770328205,1.9328538252833387,1.9873067661196613,2.6279806361987634,2.6193724057330945,1.9409977535568645,1.691910293464565,2.0962947990654466,1.9763571136041402,2.35112215000534,1.6598316529054915,1.7748706522597273,1.9912051341109205,1.840991126195862,1.6767176248241462,1.6944528983057212,2.0560680321153515,1.8078003089076264,2.4446653371053273,2.1398202696664463,2.1657983537536114,2.2480126980483828,2.4548948265303676,2.1355336285792075,2.1746153291765027,2.3250902157852593,2.0544001830877656,2.142914455526354,1.9919801728285873,1.9472724246255158,1.9689108250855134,2.488938340572479,2.1789961474879482,2.2088648998441003,2.232098909077823,2.4896880487441972,2.645005187400991,2.287467933867354,1.851164614464565,1.8438005601918785,1.7130931346221183,2.2646538019539135,2.2627744768327718,1.8257274978714686,2.213256066117114,2.386586275349624,2.2269963327172038,1.576257353099885,1.719470608811101,2.1933169126179903,2.187846288947939,2.4475722570084835,2.1749002850317707,2.6413979301057533,2.0392574984006795,1.9444970775952795,0.0,2.063987656547478,1.7725346475513843,2.07663476407433,1.683702755186056,1.7120681413771701,1.5735223501198277,1.8816251777355317,1.828018971510468,1.7584227824148624,2.009728872370143,1.240641806743186,1.7354555900707513,2.0747220606571477,2.206609715566345,1.9710679251037175,1.8886761561974037,1.6306177011459868,1.8618518638644845,2.2059314617880244,1.8539459743675961,1.8460707108390333,2.212653145567626,1.5580181954159595,1.8137814042487057,2.0252093927588226,2.0665636429440175,2.2261931611141437,1.559805818987722,1.5840634709922339,1.9387838565357856,1.8487862419197552
Thresh,2.213258527183336,1.8970273240092503,2.2794322589989027,1.4519341329980315,2.0902594261310714,2.1752368223515757,2.473118629352806,1.954704226348083,2.448506799147342,2.344508860533418,2.0316949884891775,1.4421047972435395,1.5703255579168747,2.0916794467167557,1.2734481898392642,1.9652258335543347,2.147544555684175,2.1663301707322065,2.2716167551096076,2.2459969205475927,2.1317352264783573,2.095908500398428,2.2820722204372617,1.9294432078798531,2.1406768607123636,1.866044073053153,2.237876278999593,2.047859031491732,2.2523544332032,2.1739653333423745,2.1196561763484745,2.168267246381083,2.084952678136255,2.2601759737686886,1.9229710657594687,1.8552841697458855,2.137699729436295,2.054706816456815,2.2144926449616964,2.165707714208684,2.1815910489761725,2.042236717227583,1.4169131305275897,1.901959443722184,2.26173712396733,2.182618344892278,2.0012805316408584,1.8879631983742915,1.8589600656667784,1.9402641291722698,1.744985130609215,2.5318514666546834,2.3190488546098194,2.097560568588342,2.6753438228703383,1.9467519418592072,2.3059025442129353,1.9347613712368497,2.194636524460185,2.230404154984675,2.2293015072072624,1.957198153826612,1.5709542979939097,1.39661545002717,2.2891548313608805,2.083132058304529,1.8824213887890477,1.4725353379308757,1.9537001012328465,2.2167604183214493,2.1134422832642583,2.0789543782135946,2.2989789627411947,2.192095477387636,2.253043421315714,1.6916134497821613,1.329036382735943,2.2416173748881634,1.482947294652732,1.9609437751650742,2.1317955878305272,2.134277427292623,2.344387320732489,2.2154706027209903,1.8281044053646907,1.9800839155473031,2.294187068605209,2.207998467818776,1.6095559557975727,2.077191825749651,2.286453839490718,1.324165657071841,2.0987582123280686,1.9694924926169277,1.9602790796609633,1.9631701879639722,1.9537756491117677,2.1877466608829508,2.432765890888571,1.9221807619953906,1.6410496055634638,1.8677658867504618,2.0543091210806854,1.7475715970190608,2.2452763579256336,2.2530825463165294,2.0790965270435313,2.321298200238341,2.1368783503399547,1.674210052763535,1.7351480846218221,2.1105320589889973,2.065902058638356,2.005343125168506,1.6831410446283706,2.249088992715463,2.1746612810331087,1.6352142940375602,2.063987656547478,0.0,1.9614146740849492,2.156673605172151,2.5227244303441383,1.7011104486355577,1.8256901032260462,2.2833511147740135,2.2331277337093183,1.7915618792339008,1.8948804669557444,1.9355075791454754,1.8302058777455483,2.0368675167922,2.0011254961686427,1.9972526126061172,2.3446480420768787,2.3973827074778127,2.155883202549731,2.2609098152170657,1.8160691565718579,2.374191064252313,2.2045012716028216,2.0458829163831735,2.347173693539023,2.1900947747773856,1.822612853373371,2.072972677812057,1.8776603459488495,1.7494678874562057,2.1349156731000285,1.9846832884393033
Tristana,2.1798328680773085,1.7693642886077274,1.9562270824650732,1.8518077310565453,2.0317264251376437,2.11699898516708,2.0629165709097403,1.571873387185564,1.6422253002375404,2.310454491471248,2.057031332510808,2.071558773377247,2.0923327168832766,2.145785466934688,1.9342628901047518,1.4272198026817209,2.0237614778848445,1.8811098211847876,2.1955937809599724,1.7239075977619813,2.1173674842773957,1.8702300686162825,2.1259079836919197,1.6115500799902085,2.0612972935563123,1.9224305825631163,2.028162586952916,1.6930079850310282,2.383390741093516,1.9521964348988554,1.9453083672974794,2.3007418949724916,2.0787108444679707,1.9375238535536463,1.9964687390460416,2.0598640692970505,1.9432124727487396,2.1163282911767745,1.9899244781192262,2.08239387116911,1.9122857436328695,2.227741371119131,1.6865778958540427,2.037540381767323,1.8848303910712483,2.0946054356357044,1.7021585747085108,1.3603487043424038,1.3444172727531036,1.565762902820505,1.9808761818614702,2.4346961803545386,2.062388217271738,1.8598135012503296,2.1321509269464536,1.9018053524603329,2.111428605339359,1.9325187481448056,1.9574380107972087,2.1184512743722665,1.6817864843467667,1.7962410375174838,1.77710438295594,1.855228950359113,2.003701546117655,2.112084153604168,1.5199134696392025,1.7513616583444034,1.85982371630441,2.199956684021576,2.046041083223212,2.248769995364205,1.8613644722632612,1.5077869144012213,2.129072670408213,1.8885664395865769,1.6531268966416666,2.056799693095182,2.0294232235066083,1.8158982892731723,2.1056298957633803,2.008619605579537,2.3019683536868527,2.0493597408932045,1.7563230589171042,2.1241854883289135,2.256620856392778,2.031577416139374,2.0632777947546317,1.8506667211435937,1.8422004086824935,1.841067701551762,2.141423463136804,2.0931419220714766,1.9160984266536163,2.0026546030478176,1.864873980597589,2.131082579771824,2.0232673930711975,2.003668320326846,1.5922909581571463,1.8490298488459482,2.1157809295856964,2.0899770886001163,2.0608431432364425,2.2316775648318963,2.223492916515485,1.5170357145196718,2.1669349172437355,1.7169073116675941,1.8232038900475858,2.1682205329178035,1.9708585897616808,1.8503320391151867,2.1615374890441834,2.174834751840257,2.0087684968176878,1.966765351049159,1.7725346475513843,1.9614146740849492,0.0,2.3183081438624713,2.267704072397507,1.7060248578675168,1.361451363404687,2.2881392422132687,2.265144911733232,1.5044075355891964,1.4755068268610145,1.785575846280635,2.1470212184483075,2.1884032747009177,2.1077384690947083,2.000882045436656,2.5110738260921615,2.2792266430206407,2.231010052053098,1.7206809937024785,2.070498977940927,2.1620172022895323,2.3333495075229336,1.8906734105668752,2.4739519064861155,2.7102026306606826,2.265003764141852,2.3375837616351474,1.9039737275982669,2.0450215710428776,2.1742150763450363,2.3362982531350944
Trundle,1.930233542475383,2.4361329975714487,2.4176649860879804,1.7568493192002013,2.1156176655107037,2.3535230250733665,2.703071834151761,2.018558142517792,2.693782360145946,2.3691946309360596,2.2963058617976264,2.0450479023602193,2.301682279883778,2.311443951769257,1.7868409543957144,2.4498834414858646,1.9766307951128677,2.2806236694886812,2.0083438340403257,2.2374088150472113,1.9100247296792112,2.105050214140168,1.7583839453376262,2.1828438293243493,2.2175595762534805,1.9153278532793516,2.2280373545763963,2.6505712705056412,2.3141584114340863,2.04863712280391,2.223543373503147,2.0621503612274883,1.9907332718125739,1.9173855836305898,1.9355944009879023,1.8651133156411361,2.004728994694218,1.7442146441977064,2.1890950028451956,1.8600959733521811,2.2108610621699207,1.9618219610285503,1.9314610280272335,1.7164024473149446,1.889494991482285,2.051739026088144,2.4259611808807886,2.3565347171417583,2.11077954265795,2.295515165983582,2.2230532864765866,2.501113225331968,2.2161722374766417,2.452885196832642,2.517149945564039,1.844733578606914,2.186434225442931,1.8862034719928489,2.1330831172570974,1.830470189653307,2.2116709717866914,2.430259427984894,1.935273763443958,1.9009398294141937,2.198875103224427,2.256221225061642,2.31911204280795,1.9415019614288775,2.492968985442203,2.090086410845535,1.9355413673765576,1.791962707371209,2.082768850162101,2.312312505454577,1.8972959919309755,2.337462304790945,1.8224425157895114,1.9635991448794587,1.731371463170706,2.1207100872002718,2.483873841905943,1.7671550144237893,2.1863832809075108,1.6418339152680865,2.3061436029737954,1.7074010199289167,1.9483232834160518,2.016812831794259,2.1712854134142026,2.1192362363586836,2.1114522265104143,1.9258836359106146,1.7904966166377159,1.7624706656581544,1.6317159380948454,1.9510903134975446,2.2056437479410986,1.9232151616187056,2.416990664046563,1.6662916960579772,1.8965720551016045,1.6778224060408857,2.071784786263308,1.700697179986145,1.8669226120362354,1.987647762152909,1.8431807020084228,2.5888736126925678,1.6312595774891112,1.9569071766851327,2.1378546837572574,1.8688864943071768,2.0047999690806506,2.3986691625243273,1.805538847005465,2.4431232033762695,2.1045495192491352,1.7699099515572139,2.07663476407433,2.156673605172151,2.3183081438624713,0.0,1.9758041409830562,1.853057054813678,1.8455925789608036,1.74979941159099,1.735142052343726,1.8668885638708679,2.26301798959908,1.9635258597372376,2.0066294317119557,1.8866880895445561,1.9202037594147787,1.8140078865696467,1.6839294262114481,1.917942029758149,1.7180331218614642,2.5127606991946383,2.0229706590929206,1.8158364686998898,2.449661409783196,1.9072943088948553,1.723596194315669,2.6000472224671514,1.6165305156168166,2.426328814442392,1.9071393573213185,1.8925888505821806,2.4312437520790136,2.1603137763444216
Tryndamere,1.8780580883241402,2.4958793806450714,2.0203030856845534,2.25191569115715,2.194315257247676,2.694423361868214,2.596819083176223,1.9626314676832557,2.569341228431713,2.663577311130306,2.491627540661147,2.615403278508114,2.3162768084586447,2.431045696377319,2.3869081740736537,2.538835315032718,2.15875396145114,2.4917462376988606,2.1003712467269544,2.67179935334227,1.5422192491211588,2.0917539965000915,1.840263251169599,1.863255310211324,2.292188123744781,2.472925693983889,2.161434233330673,2.7133744876368775,2.5066312305767227,1.9902043218622327,2.0847273539152735,2.571130717096952,2.263901495103138,1.4072892645676573,2.3588542662417624,2.4618596559328507,2.370575848208591,1.9992250374107539,2.1816890448230843,1.909961017658069,2.1847952644683137,2.4987628699978166,2.3824063914015805,2.1969073064813385,1.4378912381598459,2.3623367094675487,2.396034343200766,2.2892543981338593,2.11007507869007,2.4039884507040763,2.760944885719844,2.6995985097659965,2.200106739028574,1.9494000982668063,2.336355019001997,1.6874106211607538,2.545098745548939,1.9226384543159671,2.488989196998815,2.0012131883840154,2.529073101030271,2.3643472890520467,1.8697727392442347,2.2909663215779967,2.1144474456882376,2.8109622637891762,2.383771890790927,2.51568261129087,2.3619765900638767,2.1231687147136067,2.3530017706117277,2.5754974316967223,1.3626489076633592,2.25306624688819,1.6938559951985563,2.5519790381281964,2.2341922055716226,1.5445410334834224,2.284713589027324,2.219910436972021,2.6405552739830584,1.9068495394949787,2.344462235282466,1.7333880887084985,2.6743492487379577,2.1462039792381296,1.9180830052785518,2.443163931871117,2.090209255810022,2.088232286378874,2.17247395984875,2.279156805837289,2.0289820881869676,2.2762921292717517,1.6828878579089679,1.767543654241176,1.849807930184343,2.491993065692996,2.4214803105142377,2.3539926870088896,2.088541031647211,1.6202536040278903,1.8387837978874826,2.118554696764152,2.099366337035627,1.942786504241004,2.0448748943721524,2.6763326867945523,2.181553491094631,2.1728347731297957,2.314228811729366,2.288399232510104,1.945265196053477,2.6030449629983163,2.3982516208218483,2.9060240590372652,1.8145397254903697,2.226498198261908,1.683702755186056,2.5227244303441383,2.267704072397507,1.9758041409830562,0.0,1.6959095747352606,1.5624277990341677,1.519597466805914,1.7411716784997846,1.8145285686438706,1.80808014613303,1.5283744124059835,1.9540289923218588,1.8895786742873113,2.1052623637183534,1.684606949446094,1.6774392873613393,1.48407139608401,1.5812447778287466,2.3018982771184455,1.945859686660281,1.4843895022546012,1.6828440029918845,1.502260565034553,1.7674532261042344,2.4771609843350073,1.9183693090430447,1.7909387747842271,1.9625481335901505,1.9633656115820624,2.156852812790224,2.382758573390188
Twisted Fate,1.832131164013979,1.5864090414996828,1.727695995637878,1.6912692206302942,1.9145288017226796,1.7297896560463966,1.9677003206003523,1.606615480578495,1.9421670809569083,1.8538506099860321,1.5756436307376294,1.7249867034787936,1.956312893001773,1.9117511867789077,1.79427556015901,1.7257250535307704,1.7674822205815077,1.6075329433407357,2.0004752902192884,1.598871016672016,1.8820528307450426,1.69523179776267,1.9179645448362472,1.5445849855855593,1.6909672331396775,1.6277727427836475,1.8202653277814362,1.5988074989383652,1.984613668755259,1.7512218168781981,1.689917613406187,1.9379586556324657,1.5088463805789794,1.8644376247409644,1.824130127529615,1.651572335017754,1.6098583313552144,1.8573675953923727,1.8152537096802124,1.9462511921548287,1.7281171416599754,1.904138919985672,1.6056756125966716,1.6969797351520681,1.7798588811487668,1.6155600883146832,1.6735636462571715,1.7383924160663446,1.5745839088716092,1.6378507279658898,1.749288629627968,1.912654115670674,1.5649085737862065,1.6170073318976912,2.0018354764931545,1.6794873326341442,1.8566347294905956,1.620671755890483,1.8295325674892777,1.912577686371668,1.738317252293436,1.438792472725944,1.3989181569569806,1.8251804063039683,1.9250295868457543,1.7279799293511782,1.524532301881095,1.705465057503685,1.8455282278141472,1.9963269806546533,1.7222425276659414,1.967956839485792,1.8043700893740333,1.8654789786856092,1.8930720854111638,1.8815247117428584,1.6203075434616678,1.8790217441373127,1.872917072332144,1.7268811718799517,1.6543426611053333,1.7809380192486963,2.021708402505446,1.8407980404946216,1.4801875532590936,1.8923810305046427,1.8708856456463159,1.9643259668041004,1.8140142707187827,1.6393419891579137,1.8167318969823483,1.7062982493473735,1.9555412032730093,1.7973554338728628,1.7271099073163192,1.6472177198339635,1.6118820636178182,1.7769445692106294,1.6210599782737103,1.8928338732475845,1.6304509432233714,1.6895934101685928,1.6501832003598973,1.743991579280298,1.93201427701912,1.8074643360605722,1.861983824323236,1.7935339667358998,1.9003875599450426,1.6970784458015389,1.7980241079451034,1.8134582672213755,1.6539661482812342,1.575258125028679,1.948266471144616,1.791538927924875,1.6140374126016914,1.7988801967028292,1.7120681413771701,1.7011104486355577,1.7060248578675168,1.853057054813678,1.6959095747352606,0.0,1.885848878296035,2.5136475097626305,2.6367842862498176,1.8855382133046146,2.1152177714747022,2.061317656917815,2.263383631963286,2.5983024029759147,1.9564321930833553,1.9221106242667276,2.9362295218583205,2.8098685473425924,2.384260952061403,2.5785747516608457,2.085172229756347,2.5387585727299826,2.380277574682088,2.2412993267111943,2.7373432155328303,3.284383045496067,2.442666732249789,2.27036328237,2.1189967675321117,2.094572377404576,2.375902033462191,2.7014949412413123
