summoner,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
PigletRebound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KronenEx86,0,833,0,0,0,0,0,0,750,0,113,0,804,2727,0,1687,0,0,0,0,124,0,0,0,0,0,0,824,642,0,0,0,0,737,0,0,0,0,0,0,0,114,1174,0,0,0,492,0,0,0,0,124,0,0,243,0,117,0,0,118,866,0,0,0,0,0,0,0,1505,110,1756,0,0,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,927,0,655,0,1586,0,0,0,0,0,0,0,0,3499,0,890,0,0,1008,945,0,0,0,0,706,294,0,0,0,0,0,0,641,814,0,0,0,0,161,0,0,0,606,0,0
goemonbg,0,0,0,0,0,0,0,0,0,95,0,0,946,0,0,0,181,0,0,0,112,1332,523,0,0,0,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,0,3023,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,0,0,0,0,0,2378,0,0,0,0,1047,0,0,0,0,124,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,0,0,0,8340,0,729,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27048,200,1903,0,0,0,0,0,0,0,0,0,0,0,0,0
BtPTKhNpvm,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Araghêst,767,1745,154,148,937,1798,1823,0,1661,1918,3435,936,4462,4150,132,3769,0,2035,1160,2188,2064,344,982,4067,316,1074,2113,11996,1506,2184,1122,1013,112343,0,937,1745,3363,0,670,1028,855,0,0,873,4489,8652,21722,1804,0,0,4503,100095,2075,0,0,8160,93,1053,0,120,6051,1294,8022,0,0,1410,6610,3428,6693,3973,6204,2550,163,998,132,2171,0,3871,94,0,2682,0,2645,166,5003,0,1153,0,167,0,1035,129,945,0,0,1273,0,151,1394,0,0,0,7256,0,0,0,1087,3901,0,865,123,3260,0,7748,0,0,1821,0,6014,3885,1154,176,0,45935,336,0,168,8813,3323,30109,5733,0,22863,5584,0,2577,130,108,1450,881,0,0,194,0,0,5333,5601,5820,924,879
StringsOfPlague,0,0,0,0,1387,0,616,0,648,0,0,0,1018,2680,0,926,0,0,132,0,0,0,1145,0,94,160,0,0,111,139,0,0,0,117,0,269,545,0,0,0,0,0,0,0,0,0,618,0,0,0,0,121,0,0,1586,106,0,169,0,0,0,753,0,0,0,0,275,0,0,1072,0,133,0,1454,145,652,0,1202,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,99,0,0,0,0,0,0,705,178,414,0,123,0,5430,0,258,0,0,0,0,2238,434,750,0,0,669,0,0,0,0,0,1250,0,1811,0,127,0,164,0,0,0,0,0,0,0,0,0,0,310,0,0,0
DeSatyr,0,5680,0,20942,6916,0,10312,0,16092,11996,0,912,17917,30540,34619,6976,0,13564,10830,908,24721,0,18143,18326,4795,0,0,0,23045,0,0,3067,15948,22551,821,722,1877,0,14766,10537,0,0,3596,844,2697,147,2413,6375,2450,8655,6406,11143,6605,1631,2104,0,0,0,0,0,1097,0,0,9773,0,13977,1655,11867,11758,722,22335,22389,6858,1524,99,18496,7542,13966,16101,0,4711,8679,3096,11365,1702,5223,141,27054,0,0,0,227,845,0,5534,0,106,0,1260,16078,849,0,0,0,0,20848,49247,13629,0,10989,8159,1113,0,5620,3584,2257,0,8200,22852,53036,8242,19631,0,8556,17754,0,6510,2805,414,18650,14123,0,16341,2875,4429,21773,0,7306,16834,0,0,0,246,0,292,0,3625,654,709,11074
F U R I Θ U S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,442,0,151,0,0,117,0,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,97,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BoyleBoys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen Ran1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamaa1,0,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shurupak,1437,1053,746,4331,13102,7385,2771,4813,13642,4423,4540,94,700,22106,2680,13802,204,10594,5718,13202,12204,2362,7622,945,1434,2894,133,16773,7081,1086,0,721,6168,4060,201,1775,8073,1636,5519,383,1565,0,2335,5839,4458,6067,6673,21956,19265,2198,1741,5690,11488,256,12537,644,11657,1323,6081,598,6107,4664,0,2051,0,108,3765,438,4177,3712,53438,1818,4368,18947,2910,6152,923,14463,2780,1274,287,3018,75,457,13645,332,6450,266,4855,0,3930,0,2142,0,87,794,1648,6647,5498,3576,3028,980,0,158,1687,1780,6904,36820,5701,1224,3286,40719,3771,38457,0,1980,712,231,4502,951,14601,7360,860,1719,8269,1524,27377,6181,12035,8187,2209,2944,2670,17281,0,2120,4291,5881,8217,1728,2667,0,570,659,1321,604,6882,4044,2043,1656
SIFIR TILT,1902,540,2518,0,0,0,0,0,2923,0,0,0,910,615,0,595,0,0,825,0,154,2770,0,188,3352,0,0,1299,0,3408,3520,126,0,2167,0,0,690,113,0,0,579,0,248,928,0,0,0,135,0,0,177,966,70,5925,0,899,0,1497,0,0,0,670,0,0,0,0,790,0,2001,83,0,0,1480,679,933,0,0,0,0,0,545,0,0,0,824,0,711,0,1535,6416,0,141,0,0,0,646,0,0,1187,0,717,3040,124,0,0,0,0,0,0,0,0,0,0,381,0,0,66,0,0,195,1038,0,1291,0,0,0,0,247,0,0,774,0,0,527,999,0,326,564,0,0,627,0,0,0,0,5666,0,0,0,0
R0MKugle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mamouthpoilu,4788,635,1823,45356,16354,120,10691,87,3958,5432,1003,1430,25363,4149,32180,0,4331,1102,14335,2794,31397,4037,7923,513,225,0,7802,1961,14742,1153,326,20204,4190,24460,1746,3511,53384,5951,5374,19829,440,866,23075,1066,4180,0,1514,1315,680,0,22344,12972,1830,841,10515,2465,0,76,152,13378,639,970,2467,28647,0,123,864,7297,3565,27241,35601,11692,3482,329,5169,111235,89363,5887,73966,0,1723,158,5039,5302,1306,13155,4180,54325,59555,815,123,9475,35085,16413,9305,784,1353,231,11028,11391,335,16936,1555,4493,2350,73213,61626,9249,8954,6625,25766,8620,1480,471,63828,264,179,49623,6366,72355,106,47417,11922,1009,9176,0,84023,619,0,12333,42427,12053,1181,4454,15248,16894,6889,1586,1842,2338,0,0,4688,2051,14881,594,4136,213964,3504,6147
xScreamZ 1nSaNe,0,110,735,0,0,0,0,0,0,0,0,0,0,567,273,2344,0,0,0,0,0,0,0,1192,0,0,0,100,0,0,1024,0,0,0,0,0,634,0,622,0,114,0,0,0,0,0,0,114,0,0,0,0,0,88,0,0,496,0,0,0,0,1257,0,0,0,0,0,107,844,155,0,0,1411,0,1344,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,146,0,0,0,0,0,0,0,0,844,160,0,0,1334,82,0,0,0,822,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,598,0,0,0
Tailerbob,0,580,0,0,672,825,1715,0,3433,0,0,0,794,0,0,16093,2869,1793,1951,0,323,0,0,1084,0,808,0,3973,132,208,111,0,182,905,0,0,309,0,300,0,0,0,0,0,539,0,0,4343,3014,0,152,925,2579,0,136,0,0,1286,0,0,913,0,0,0,0,213,2404,505,300,0,0,0,0,141,0,147,0,589,0,0,1034,74,0,0,651,1016,7738,0,0,0,874,0,0,0,224,0,191,0,774,0,0,0,0,0,0,159,0,797,0,137,653,605,0,727,0,0,2470,0,3945,0,0,0,0,2123,3651,210,1515,263,4274,1458,616,0,860,0,6885,0,0,0,105,741,690,0,0,0,0,4890,2914,0,0,0
XperienceCenter1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slicksloth59,1611,837,9409,0,0,0,6690,6850,1366,0,986,0,104,1312,0,7847,0,1384,0,153,0,1343,0,132,0,0,4076,3923,2574,0,7191,0,0,1081,0,0,2087,0,1937,157,257,0,0,140,1299,133,1921,3011,0,0,131,0,0,125,0,0,334,225,8518,0,0,184,7782,0,0,0,347,0,1853,0,0,8098,1547,9424,0,0,144,917,0,1661,0,0,976,1175,0,0,0,133,138,133,0,0,0,0,0,0,158,0,0,0,0,10686,3329,0,0,0,0,0,3771,0,0,0,3871,0,0,873,488,0,2994,0,1194,0,0,0,5079,0,0,0,3148,4445,0,0,0,0,262,8094,0,1480,3191,860,916,0,151,217,0,2277,1416,0,0,0
yakos666,2626,135,923,0,0,0,114,0,0,102,150,0,973,147,0,3020,0,0,0,0,0,0,0,1522,147,0,0,1517,0,823,0,0,0,139506,0,0,0,332,84,370,0,99,0,0,6519,161,0,0,0,0,0,0,0,4167,0,0,908,0,0,0,0,0,0,0,0,0,777,926,99,0,0,0,283171,142,0,600,0,0,0,0,0,0,0,246,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,152,0,3886,0,0,0,0,0,0,166,0,0,0,0,1194,0,0,633,0,0,659,0,1199,0,215,0,0,0,0,0,0,0,583,2004,0,0,0,0,0,146,0,0,0,0,0
ueliensVvater,0,668,0,0,9398,0,0,0,14822,0,0,0,0,88,98,4235,0,0,84,629,98,0,0,0,0,642,0,576,163,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,732,0,0,75,0,21298,0,0,15767,0,5468,0,0,0,0,270,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,115,90,581,0,101,0,0,4395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,18440,646,626,0,0,947,686,0,0,417,0,15348,0,0,0,88,0,18780,108,883,0,0,0,0,127,0,0,0,0,0,0,0
geoffroy01,0,0,0,0,0,0,0,0,0,0,0,0,0,3362,0,856,0,0,172,0,103134,0,0,123,0,0,0,760,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,9679,0,0,0,0,951,0,0,0,0,0,108,0,0,0,10207,1299,3238,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,188,0,626,0,0,27955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2935,0,0,0,0
macros27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,0,0,0,0,0,3149,0,0,0,0,0,0,761,0,0,0,173,0,467259,0,0,0,0,0,0,0,0,0,1147,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,118,1516,0,0,0,0,0,0,0,0,0,0,6915,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,0,0,711,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,196,0,0,0,0,0,126,0,0,0,0,0,0,0
Pesmith6,585,1830,0,0,12032,18606,8593,0,47054,716,0,156,488,1593,1803,1960,0,1621,227211,4904,13750,0,8971,0,246,961,175,1323,0,0,0,1569,94,7144,844,0,1522,97,1086,0,782,0,5081,2243,138,0,2176,18692,279,733,0,1555,0,528,6269,0,0,0,2371,550,1409,762,0,113,0,0,1565,786,1300,3680,0,6723,6925,1708,4302,2209,0,4648,13711,0,375,152,0,155,281,0,146298,10062,298,0,1782,0,2443,0,8560,0,4943,793,3500,1022,0,71,0,874,0,966,7151,12372,661,101306,7118,90,0,0,336,0,0,1450,4729,17317,564,0,805,0,3241,0,130,0,803,1809,2882,878,117,285,3730,3683,0,273,1187,0,204,0,110,0,4665,1392,0,556,125,6707
nbath1991,0,9032,119,0,0,114,413,0,2576,0,0,0,6022,5048,0,1116,0,0,0,0,8200,0,0,772,749,0,0,1446,0,271,215,0,0,16211,115,0,105,0,0,0,0,0,0,0,3896,0,150,7381,1673,0,0,213,832,1185,0,0,3832,0,0,0,0,0,0,18184,0,0,1211,0,0,2481,0,0,15608,1540,0,0,0,36847,0,0,0,0,2501,13669,0,0,219,0,13295,0,0,0,0,0,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,387,0,10886,343,0,0,0,48248,737,2360,0,147324,0,0,0,2661,20990,0,0,0,2993,0,0,0,0,15681,0,0,286,0
vostok99,103,3340,799,0,1645,2029,1954,0,1794,90,1412,132,0,454,161,759,0,0,0,253,0,0,0,0,0,1316,180,1137,1352,0,807,0,300,0,0,0,106,0,720,0,544,0,0,0,1066,0,182,541,12740,125,0,1714,264,842,116,0,1221,0,1479,0,1039,753,0,710,0,0,576,0,34167,100,8269,1532,116,1349,107,24988,0,1545,162,119,756,95,1255,23407,197,0,116,74,0,0,2190,134,614,1474,0,98,218,672,99,0,0,0,279,0,691,0,0,635,1316,0,740,0,0,164,95,837,0,0,33111,747,0,0,102,70,49,0,331,779,0,1824,232,0,812,433,558,691,779,546,54887,0,113,0,107,0,0,0,17093,148,0,813
CIashking,0,959,16521,0,0,104,0,0,740,696,0,0,768,0,0,82,0,0,0,0,0,0,0,209,0,0,0,0,0,20359,0,0,130,20154,0,0,0,0,181,0,24089,0,90,1179,20024,0,100,0,0,0,0,0,0,0,10264,0,0,0,10640,0,0,0,0,0,0,0,100,0,0,0,87,0,104843,0,6856,0,0,77,757,0,0,0,0,66,0,0,0,0,61,0,0,0,0,313,1743,0,333,0,0,0,0,0,0,99,0,0,0,163,0,0,0,0,102,0,647,0,656,0,3617,89,0,0,290,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,86,1154,71927,5740,578,0,0,0,0,0,0,0
bizcoche72,0,17663,25033,0,2494,0,2370,0,68207,0,0,0,0,2134,0,6564,0,0,0,0,109,0,0,0,22795,0,0,4955,0,195,0,0,0,6553,600,0,0,0,0,0,81,0,0,0,0,0,0,1002,0,0,0,0,0,0,2756,152,0,0,0,0,0,0,0,200,701,0,541,0,13533,837,0,0,3033,2405,2649,833,0,785,0,12303,1081,2541,914,0,0,0,0,0,10060,0,0,0,0,0,0,0,938,0,7695,0,21030,0,1234,0,0,0,0,1221,0,71,0,0,0,0,0,0,527,0,4250,0,1103,0,0,5047,0,0,1148,1251,103,80,646,0,0,0,0,1130,0,4852,662,0,195,0,0,0,0,1196,0,0,8501,0
iJetGemini,0,821,126,0,0,0,1412,0,12177,0,0,0,0,141,0,0,0,0,0,0,0,0,79,568,88,0,0,3109,0,899,0,0,0,4464,0,0,0,0,468,771,94,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,11539,390,0,639,0,8602,87,0,0,4146,785,0,2337,0,0,0,0,0,0,218,0,0,0,0,0,3440,0,748,0,0,0,0,0,0,0,979,0,0,0,0,87,0,153,0,0,92,5650,1564,0,603,93,0,0,0,0,2350,0,1616,0,1123,737,0,0,0,2095,1932,551,599,22305,0,738,0,0,0,601,0,0,0,0,0,861,0,0,126,0,0,134
Babsrou,0,17717,0,0,118,864,653,0,26464,1297,881,624,494,1227,32626,797,108,100,1116,0,0,217308,678,0,488,0,0,6526,750,12635,143,0,101,2271,802,0,914,141,642,1742,0,132,0,114,133,836,697,21578,0,826,189,0,1156,0,815,81,0,0,4546,748,250,0,711,268,0,93,812,0,88131,190,969,0,0,1069,0,0,0,0,0,0,64,0,0,822,0,0,120,39184,0,0,226,0,0,0,819,719,14965,9174,164,741,102,0,0,0,543,0,0,6867,0,0,2273,0,0,149,75,164,0,997,3585,0,5521,89,573,1348,1655,1754,81,85,0,2533,21918,619,791,0,1419,1595,0,0,126,131,176,0,94,872,115,0,0,0,948,0
Horus1789,0,4737,0,0,0,0,135,0,891,219,479,0,1216,0,300,0,0,0,1508,105,537,0,0,1004,2343,0,232,721,8680,0,0,0,0,1298,0,0,0,0,0,0,0,101,0,755,791,184,6796,98,102,0,0,0,0,0,0,4665,0,0,0,103,6215,0,604,0,0,0,384,0,3617,198,0,0,11529,326,171268,103,66,152,8298,0,0,6293,0,97,0,67160,27818,0,49046,0,0,0,106,105,4122,862,0,0,335,0,825,1055,0,1017,0,772,0,0,0,0,0,0,2334,126,0,851,0,0,12176,277,0,0,147,139,1493,0,27393,117,3649,26129,25646,0,0,299,11163,0,667,0,0,0,1076,0,0,6571,2368,72,0,0,0,0
TRIM77,0,0,0,0,5792,0,0,0,2326,0,0,0,0,0,0,0,0,0,1690,0,3557,0,1568,0,0,0,0,0,1158,0,4847,0,0,0,0,0,0,0,913,0,0,0,0,0,6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820,0,0,0,0,0,0,2053,1443,0,0,16051,0,0,0,0,2872,0,0,0,0,0,3648,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,449,0,0,0,1290,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,12511,0,6329,0,7838,0,1998,0,0,0,749,0,0,0,0,0,1886,1023,0,0,0,0,2899,0,0,0,0,0,0,0,0,0
TheAvengerMarvel,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,362434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,144,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0
kleversote,242,4756,1007,199,96,0,0,0,3637,0,0,0,10578,117,0,1581,0,1048,0,0,1304,0,0,1609,882,0,0,0,608,649,1435,690,0,12091,0,0,0,0,0,0,2841,0,0,691,149,0,4133,1142,100,0,340,812,0,759,0,8501,0,1596,0,0,0,250,1549,0,127,0,123,0,14807,284,80,1518,29500,55025,2548,158,0,0,837,0,0,810,210,989,0,1223,104,0,32601,0,326,0,0,0,2242,0,4557,0,129,0,660,63110,144,699,0,166,1432,687,0,0,0,0,2046,0,0,0,165,0,1274,5815,2491,118,2173,0,2788,91,77,3301,1847,4348,146,267,95,927,760,18200,0,1143,0,0,116831,0,98,3213,0,9027,0,0,135,0
Ghefiri ,3679,231,1372,2251,4434,106,2162,0,32559,1612,0,0,5329,1964,3676,2090,1615,3430,24867,0,931,0,8117,2730,0,0,14718,104,128,91,889,1398,1225,39187,0,0,0,37679,8869,22053,3466,0,0,0,18357,0,178,133,0,2723,304,0,9007,3176,16561,1802,312,13577,121,244,7655,162,11899,0,254,751,0,5623,7405,2432,5602,5798,39027,19012,136,21990,2227,73423,21366,0,188,1549,5481,0,0,134,9971,289,46622,0,1067,0,55979,0,9720,0,96,111,4835,0,4581,0,1249,14959,24900,143,1391,6450,0,0,970,119,0,9861,0,0,0,140,20465,0,6024,0,3682,106,180,583,663,0,19094,14653,845,0,0,147,0,16451,0,1672,0,4565,42944,0,753,0,4771,6184,3417,222,0,679
ShanksEZ,318,10002,14845,169,16915,121,1904,5043,13362,1165,311,6026,41933,5672,394,48600,2388,228,3420,203,36634,13392,10965,4743,1219,141,2381,15668,3367,2039,44055,0,2716,7098,224,1984,1463,2848,565,1388,670,2635,1561,1890,6986,130,14440,2632,3453,112,752,191,1017,8358,2300,12753,1122,3119,306,0,922,981,41809,161,0,106,2505,140,21489,10209,242,93,46909,3104,2017,8406,647,6510,57648,177,5840,735,4333,6005,0,5026,17915,3052,21731,0,7189,4557,3537,121,107,869,205,0,118,0,1132,18713,23163,658,5853,1303,120,2237,1517,1078,842,4284,3443,247,719,1191,4595,4461,18009,20113,12194,0,1360,1785,3142,20786,6390,4728,576,9251,1443,8636,1452,1065,5425,19591,1316,1256,6535,8637,39885,1478,0,56653,864,104938,407,2706,12492,296
Appaah,0,1582,0,0,4064,0,9147,102,0,0,0,0,106,242,0,5537,0,0,0,0,187,1273,0,0,1270,0,221,1471,0,0,342,0,0,0,0,0,784,0,0,0,1645,0,3076,0,0,2488,0,0,7384,0,161,0,0,1996,0,0,0,4140,0,0,0,113,0,0,0,0,178,0,23063,150,0,0,1004,407,0,3582,0,163,0,0,943,130,248,0,0,0,0,0,789,0,0,0,0,0,574,1224,20013,0,0,0,2243,0,0,0,0,2130,0,820,0,0,1086,0,0,0,0,0,0,0,0,1701,721,0,2135,0,0,0,0,0,0,5832,124,0,0,0,0,0,1102,0,0,0,11742,0,0,0,0,8372,0,0,0,0
Marcell,5505,2865,5269,7350,6391,776,1355,0,5534,642,0,854,0,7438,1329,1478,871,204,467,0,437,645,23559,6805,672,0,1447,13131,132,25951,2522,0,648,8705,845,1083,785,791,165,772,346180,1951,111207,51940,158417,1812,0,1121,765,795,0,923,0,2783,3166,1150,1802,5397,0,3164,0,77,16598,0,0,0,1402,94970,9840,27057,0,0,22254,453,1512,13365,872,9295,91,0,344,92,28900,652,1086,0,123,1989,2653,0,0,3993,122,390,4293,5640,8997,1183,15562,353,0,2471,6358,0,1196,170,2606,2234,282,218,26229,629,11388,120,126,3507,1319,83,121,24254,3779,109,3870,7343,6740,10144,1948,187,3466,133,850,1102,0,8095,123,1452,291,861,1320,2586,7980,0,0,0,0,5658,1556,403,430,0
