summoner,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
keepshi123,0,0,0,0,156,0,0,0,47534,0,0,0,0,82272,0,53740,0,0,0,0,4987,0,0,93,0,0,0,0,988,0,1495,0,0,157145,0,0,0,0,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,0,362,0,0,0,1600,4884,0,0,12658,5200,0,0,893,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4974,0,0,0,235,0,0,0,0,724,4343,0,0,0,0,0,0,0,250,0,0,0,132,0,0,0,884,0,32072,0,0,0,0,0,0,0,0,32201,0,3394,0,0,754,8211,179,0,0,8520,72433,0,0,0,0,0,0,0,0,2394
SpaceSpartan333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tump on drugs,1117,0,1106,0,1201,0,18667,0,2515,0,0,0,0,883,158,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1426,163,0,0,558,163,0,0,0,0,113,0,0,0,1096,954,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,942,0,0,4125,0,562,0,882,6264,0,0,0,0,0,0,0,0,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,6672,1753,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0,0,104,0,0,0
MoonMoonGuy,1508,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,858,0,0,0,0,0,4991,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,198,0,9731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,113,0,0,0,0,0,0,0,186,0,0,0,355,0,0,0,0,0,239,0,0,1909,896,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,296,1865,3845,0,4035,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0
evewe,0,0,0,0,0,0,0,0,800,0,0,0,0,2021,0,113,0,0,0,0,0,5370,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,887,0,0,0,0,0,0,0,118,0,0,0,0,0,0,1019,0,0,0,0,30471,0,163,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,0,1006,0,0,0,0,0,0,0,977,0,881,129,0,0,0,0,0,842,0,0,0,0,0,10673,0,0,0,0,607,0
Azneka,1028,1294,245,0,0,0,1077,0,14831,0,0,252,2338,797,791,176,0,0,0,0,152,0,0,1664,112,214,0,598,0,0,0,119,0,1035,0,0,1800,0,0,0,493,0,45058,143,789,0,31932,2516,0,1289,0,775,0,155,718,0,609,0,0,0,105,0,117,2839,0,0,1389,5206,0,718,6393,138,1932,145,0,2842,1683,0,0,0,0,110,656,0,0,0,0,0,793,115,134,2125,0,149,93,0,0,0,3455,0,0,0,0,0,0,0,0,2150,0,11495,3536,0,0,0,0,0,0,2147,0,1811,18135,0,5874,0,1330,0,0,12600,909,93,0,0,0,115,127,0,0,110,0,0,0,0,0,0,0,837,0,0,0,602
Tωice Jeongyeon,1832,18449,1808,1950,21524,4279,12178,2169,11836,7313,8944,385,25022,8423,1748,16712,0,11640,15377,4099,96,1280,7160,6225,6516,1764,2331,13605,22965,7060,111,6676,5657,2862,279,21030,114,1016,7538,1174,502,2906,45984,28978,3116,1048,8494,38773,11504,11674,83725,12083,2753,9313,2011,6187,644,2087,9499,0,7941,4010,3739,22728,0,3228,2966,15396,201145,37909,2178,10942,8309,45485,6399,106840,48373,13324,6162,3486,13003,6045,18388,3705,19201,3587,639,39332,7425,0,911,5020,5857,94,0,0,11542,1512,1707,39489,5941,964,161777,5252,2017,4796,3266,6065,141,7388,8058,5121,4059,7044,5822,4452,0,4021,15275,49392,30620,3015,748,2108,15565,113,10940,7135,883,17752,3006,2352,1673,1046,801,2014,264,920,1832,2080,4145,0,0,17252,11595,1272,2950,99661,2819,38054
Cobieclipse,0,0,0,0,0,0,1061,5432,275,0,0,0,0,52498,0,0,165,107,2081,0,0,0,4264,0,0,0,0,413,1321,0,0,1042,0,1109,395,0,0,0,0,7957,0,0,0,0,0,0,0,0,0,0,1981,126,0,0,33724,0,11680,0,0,0,0,0,0,0,0,0,0,0,5495,143,25733,3819,463,0,67994,1911,0,0,0,0,0,0,0,171,0,0,0,11519,5389,0,0,0,0,0,0,1506,0,203,98,0,110,5319,1082,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,10326,968,20568,0,994,0,1424,0,0,35133,0,80646,0,0,0,0,100,0,0,397,0,0,0,0,0,789,0,0,0,0,0,439
Eiserne Klinge,2581,7242,2337,1946,3191,1394,2979,0,0,0,0,329,4042,83211,20610,0,805,723,3774,0,368,0,8067,0,1689,0,0,2455,142,0,115,1361,171,6943,0,1403,2663,0,9944,805,93,0,2294,7866,2216,0,114,0,0,0,0,0,893,0,3960,0,4946,1603,127,1622,0,0,1728,11635,0,0,0,19725,556,1248,747,1533,706,0,1244,50153,603,6985,24812,0,0,0,1543,204,4847,0,1140,331,0,0,93,0,1102,1125,1270,0,0,232,845,4082,0,0,278,1081,3703,737,1936,1506,0,21102,596,0,0,122,105,155,0,3110,255,1427,0,12119,4614,0,0,211,119,0,260,1952,16149,911,0,121,0,1405,1918,0,0,2844,0,0,0,0,768,990,3183,840,382,1032
MORTKINGX,91,949,105,0,0,0,2464,868,116092,0,93,0,2509,212,1261,79998,1831,126,0,516,971,1557,0,233141,1460,0,0,42755,0,786,0,956,0,1672,235,613,90783,0,942,0,124,0,0,136,119,0,93157,274954,179710,83776,127,0,0,1508,2558,0,133,0,879,123,3712,1073,102,0,0,0,141857,2026,0,587,377,0,1457,78605,122,214,1519,733,2103,0,0,0,98,0,0,0,0,2124,0,0,117205,0,858,867,146,5399,0,0,1516,832,0,115,0,0,611,229,156,170893,657,626,0,862,150,106,614,0,679,1125,2088,0,0,0,88,122,130856,199,761,1272,2224,102,0,720,184,133,211,571,0,140672,0,0,593,0,0,0,0,1764,0,0,0,0
Knowkral,87,892,1255,0,97,601,291,0,2272,0,225,0,756,9132,1485,0,0,2763,413,446,0,0,0,88,0,0,0,107,0,92,2897,0,0,328,85,3179,126,0,128,0,11860,0,2750,0,0,0,0,6392,0,0,7239,0,4268,0,1845,307,0,121,0,0,0,1023,13637,806,0,0,96,0,1523,7913,0,0,2245,25085,120,2958,0,1025,411,0,0,0,0,0,0,0,251,499,0,4632,123,0,0,432,923,123,149,0,24453,0,0,0,0,0,0,0,131,10710,0,0,111,0,0,303,1199,220,0,0,7349,0,21030,0,0,808,2431,0,0,9096,0,861,1025,0,0,0,0,18435,0,5928,0,0,0,0,100,0,0,1304,1096,0,0,0
gionni 7 x 7,14874,47729,22759,9134,13632,9826,7520,0,22831,2002,3891,55599,61131,24469,18690,24088,2056,2526,28700,5780,40528,8757,5584,11793,66928,10416,3714,96813,6293,21031,65714,10759,11565,20068,62693,28637,25891,2875,4811,8810,36469,940,6434,6612,22747,4301,125633,144348,18406,21163,13746,7346,23009,30857,3963,39647,1886,1584,8260,2962,3236,16453,171011,5602,2316,5622,95136,9611,56586,14348,9705,7057,32426,40230,40473,71713,13293,32766,18558,18835,107387,7824,5075,6311,13032,5610,13619,16120,82071,1905,9114,27942,4231,4378,150,27468,220486,3132,11684,3223,1882,303,6069,8335,925,1272,18137,35923,3602,6606,9568,7107,13157,6661,12562,10098,30952,11743,4243,287679,29168,2007,43364,26142,10204,0,1869,13992,21679,26796,30066,41379,12284,7393,1604,2707,10437,14769,1279,7452,185004,0,3067,327,10239,38565,13325,4157,21031,5886
HappyLol07,940,7421,3093,0,0,151,6303,30261,11842,0,1025,2097,1076,2782,129,32520,0,2737,89,19274,335,6873,0,843,6741,0,83,79662,0,880,2968,0,715,119,0,706,4267,1194,1753,0,214,678,2166,1038,12308,171,16115,18171,0,1002,4660,973,614,0,3463,98,71,87,129,0,10330,2717,273,0,0,69,1717,5345,87841,821,240,782,1346,29510,2515,2303,852,0,100,73002,791,0,0,214,135,938,896,1444,252,5476,114,1124,0,0,0,126,870,913,24410,0,27305,1035,0,0,0,0,0,10405,0,100,3582,1993,0,7697,0,176,0,0,1984,283,4190,174,866,5854,1765,0,0,13833,4598,1489,3323,315,0,113,643,0,1118,1824,2363,0,1054,0,0,0,0,0,37632,96,87202,0
Fanstart,324,4351,166,0,672,0,2797,0,23185,1431,0,117,60064,2029,2921,14599,0,988,2097,110,24294,342,1761,98,894,0,0,504,0,185,1072,5609,0,50432,0,0,6472,243,138,241,992,242,348,1103,12251,0,46760,5317,4437,2704,3171,743,176,663,637,100,0,0,0,0,0,122,0,8351,1191,0,3935,3170,70265,1278,0,2009,11376,54326,5854,44071,856,3788,71875,265,275,0,878,1316,0,0,11340,624,640,249,2299,287,0,0,138,1244,0,0,1389,0,311,0,0,44870,0,128,0,6060,0,89,2489,142,0,542,0,0,5897,587,13906,2514,87279,0,6133,114,2093,0,1043,4454,587,4862,1808,794,0,114,1476,304,688,697,1792,20009,0,0,1082,351,0,272,2447,180,0,0
DyabolicNeos,0,0,0,148,0,0,2150,0,91,0,131,0,3041,0,0,585,357,0,0,0,820,0,0,1380,0,0,0,13261,203,0,0,0,0,2426,0,0,0,0,0,0,0,0,0,0,12170,0,873,0,0,0,0,0,0,0,173,2467,0,0,807,0,0,239,194,0,0,0,0,1549,96,0,0,0,5180,1961,116,2306,0,190,165,0,0,0,0,0,0,0,0,0,90,0,0,0,0,171,0,0,0,0,0,0,0,0,44173,0,0,0,1261,0,0,0,0,0,208,0,0,0,2914,0,0,8686,0,0,0,2787,0,0,0,139,1705,100,0,0,104,0,0,0,746,155,109,813,99422,0,0,163,0,388,0,4983,0,0
Streuselbarbar,151,1169,3419,0,0,666,8358,0,18349,0,0,0,1026,1629,2583,27907,1368,5672,2064,2151,26468,29537,847,3205,1206,788,693,6990,99,6181,0,1966,162,3805,110,1765,753,914,0,277,115,754,87,134,1412,108,19908,1662,2191,119,799,809,777,100,3328,5333,16858,4625,1461,0,0,98,1696,786,0,0,6823,632,4484,1827,2832,563,13658,23930,3117,4828,0,5073,0,0,162,2110,107,9950,0,0,158,0,0,99,228,0,105,101,1046,105,1777,827,2271,575,0,29061,0,554,0,2268,3913,21554,0,162,2339,124,0,714,648,0,2057,238,0,221,15122,896,15579,6647,1080,764,0,33831,336,23191,5247,0,0,7047,7110,1019,585,0,0,9338,1514,0,0,111,138,4074,1562,164,0,2476
Titeia,997,1007,15412,0,1223,3691,2296,0,866,0,0,962,15286,1146,2549,2598,92,39645,0,0,2985,6500,0,1237,25174,0,10196,8560,3131,2170,13930,0,0,4387,0,289,0,4376,9204,0,7656,0,138,0,115,0,1743,149,0,0,0,759,565,6075,4433,15367,0,8802,0,108,0,11223,4946,0,0,0,1457,0,12039,8067,0,0,1713,2219,1775,0,0,0,2693,2134,959,0,0,0,0,0,1619,0,13949,2469,0,1195,0,684,1532,0,1531,0,228,0,120,1098,6490,0,0,719,0,100,0,0,0,0,260,6158,0,752,877,0,8431,1831,8474,0,2202,1872,389,0,0,0,0,4895,45910,0,0,1385,0,124,0,224,1141,1436,61559,0,0,8295,96,14930,0,4386,36864,0
Senkuabr,0,2393,104,191,0,0,95,0,0,1134,1248,1052,0,0,10460,0,98,134,0,0,5128,5396,129,0,8011,0,7309,0,0,231,0,0,0,0,1087,3218,89,390,0,230,8274,0,0,1105,3897,0,6443,0,213,0,0,1449,8647,713,0,698,0,16604,1477,0,0,162,13147,0,0,2522,136,0,941,0,656,0,80,295,8889,0,0,0,6374,2105,0,708,0,8880,12753,0,5014,0,16830,130,1188,1159,0,0,809,356,3215,0,0,9990,904,0,0,228,0,911,0,0,0,0,0,4733,123,0,0,0,0,0,385,603,0,0,2661,0,0,0,608,0,0,0,13126,0,708,134,150,113,0,581,0,0,12635,0,551,0,0,6161,0,782,1857,0
fanafjer,5619,0,0,1183,0,2953,7608,0,4140,179,128,0,211,820,180,192,1980,0,3023,126,10947,2258,0,0,0,291,0,0,889,0,1031,172,0,3374,1335,0,0,0,0,2323,0,150,0,0,140,0,93,2041,0,2373,0,0,0,873,2010,0,203,145,1036,0,124,751,0,169,0,700,216,122,15442,0,0,0,2452,0,184,0,1025,0,3001,1066,0,6389,0,0,144,71,3747,0,4817,0,0,830,0,139,0,184,173,743,135,0,5037,0,0,0,4803,0,1021,1397,852,2863,186,0,0,0,0,938,161,0,3254,789,0,169,0,2934,906,0,0,147,148,1851,4226,0,0,0,0,0,0,124,0,0,165,0,0,0,0,0,138,150,5083,0
Contlover69,0,965,0,0,0,0,0,0,0,0,45836,0,0,0,0,2550,0,0,0,0,0,192,0,0,0,0,700,0,0,806,201,0,0,0,0,14657,0,0,0,0,0,0,0,0,0,150,0,0,0,0,132,0,807,0,0,0,0,823,0,0,0,0,0,0,0,0,0,172,3015,0,0,0,0,2485,0,0,0,3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5281,0,12662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,1512,154,0,0,0,0,0,0,0,25963,0,0,0,0,0,0,0,115,14938,0,0,1035,0,0,0,791,0,0,0,257,0,0,0
dutyzero,0,0,0,778,1733,904,708,0,257,1323,0,0,2466,2056,1787,1549,0,0,1645,1060,2705,0,0,83,95,132,0,0,0,94,745,0,0,1774,0,624,0,0,650,0,113,0,4308,683,0,0,995,145,208,691,110,145,0,0,1549,0,0,630,0,0,0,0,0,129,0,0,677,1725,295,1644,0,7778,186,803,1386,1387,0,0,1558,0,1750,133,0,0,0,0,774,115,72,0,0,0,191,0,1567,0,0,681,97,799,0,3153,0,0,0,0,0,0,0,2077,1768,0,0,1400,0,0,0,998,0,1372,568,2410,0,146,63,0,0,4850,658,1730,3195,0,0,0,1948,0,1064,0,0,0,0,0,0,0,193,1168,357,0,681,0
Chaelin,0,9317,776,117,80,0,246,0,3389,0,0,0,269,95,99,9649,0,0,0,754,0,2631,0,0,818,105,101,3556,0,616,0,0,0,0,0,0,0,0,0,0,429,0,9145,0,1164,0,130,547,0,0,1983,749,0,2013,4677,0,0,0,101,0,0,2213,0,2070,4727,0,0,2559,51516,681,0,3523,0,5074,0,13198,9089,0,110,21678,472,0,961,0,116,732,852,439,0,337,0,1261,0,0,0,692,295,0,105,776,1968,149,0,0,0,76,678,0,0,2189,1179,0,0,3084,0,0,119,0,1197,691,407,486,0,0,0,0,815,0,4138,168,598,0,0,88,0,0,698,3936,0,0,813,0,0,3105,90,0,154,0,4163,3147
CARNIBUS,0,0,1754,0,0,0,1098,0,12768,0,0,0,133,848,107,137,113,0,2903,0,1042,0,0,20728,0,0,0,15113,1180,0,594,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,1481,5571,0,0,7744,0,0,100,0,0,3589,503,0,0,81,1148,0,0,0,932,1005,4088,0,0,856,1690,6208,0,0,0,901,0,0,126,0,1005,0,0,0,228,0,4171,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,15775,0,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,630,0,0,1028,0,0,797,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0
Yvms,0,0,0,0,0,0,0,0,1519,0,0,0,1338,113,727,0,0,0,600,0,0,0,200,0,0,0,0,0,0,0,0,133,0,2415,0,0,0,0,0,0,0,0,0,0,1090,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20762,0,0,8518,0,714,0,0,679,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130395,0,0,1027,0,0,0,113,0,0,0,0,0,0,0,0,0,672,1659,0,0,6567,0,0,0,0,0,125,8814,34483,0,0,0,0,0,149,0,0,0,2374,0,0,0,0,0,0,0,0,0
Thelnor,0,136,2273,0,0,0,1200,0,81242,0,1171,0,0,716,0,8527,0,0,0,202,112,0,132,930,0,1086,0,0,0,1161,0,0,673,185,0,0,0,0,0,0,0,0,0,0,0,0,150,377,122,18999,119,135,0,1670,5684,90,87,0,917,0,0,0,0,146,0,0,1019,0,3621,0,0,0,340,0,889,1219,1186,1038,871,110,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,131,0,0,0,89,0,236,0,363,108,929,0,0,0,0,0,0,0,1432,0,0,0,0,6510,0,0,2931,3388,0,0,0,0,72,0,439,0,687,1761,0,6250,0,0,0,0,0,1058,1005,0,0
marcosfnmr,1350,1674,15150,0,0,0,1329,2399,43001,105,1935,0,146,167,0,3969,121,0,5247,109,3014,0,17250,225,137,98,420,3426,1038,786,90,87,0,108209,3345,0,200,1235,0,153,717,133,6024,944,1154,0,330,1634,970,14401,642,0,325,1638,63205,1003,784,7594,4392,0,0,0,11200,1123,117,0,1190,1430,31094,125,2934,0,14063,0,6216,6197,0,6755,0,146,0,1234,5116,2470,0,80,124,850,7673,0,575,478,0,0,3504,241,124,0,29552,0,9873,2363,0,2057,0,1334,140,38078,0,0,12070,0,0,104,0,0,0,0,120986,987,3195,0,2180,2375,2533,380,0,139536,3212,5980,116,0,0,0,2605,1319,5031,44769,10134,0,14969,0,0,181,0,121,136,5455,1905,0
eXeSFromage,4184,3183,1151,752,3547,513,544,6441,11251,179,2030,0,4332,7553,0,310,0,22755,864,970,974,1759,411,350,5930,2268,10200,8382,12630,1498,10731,754,0,2287,167,0,1920,135,171,0,717,0,0,292,1109,0,1510,2715,0,652,0,2471,1251,2835,0,5968,0,7492,3659,0,1237,514,8957,0,3357,203,5854,511,349,0,779,0,7397,1344,831,7506,358,5850,749,0,1109,940,1985,4655,0,0,3414,946,9260,202,506,0,4109,172,5078,4401,0,709,2185,0,118,5867,2946,0,149,816,3996,938,0,123,1329,14791,3665,0,0,0,0,3605,16614,6453,1393,188,27728,2468,95,0,0,960,0,5890,9981,169,157,132,6407,1900,1783,2808,0,3347,14845,264,0,2463,0,5218,0,211,119,1042
DiccSucker69,0,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769,0,0,0,0,0,0
skylordjedi,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769,0,0,0,0,111,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,1293,0,0,0,0,692,0,0,0,0,0,0,3736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
triksterit,1217,0,0,0,0,0,0,0,0,0,0,3289,0,0,0,976,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,0,3675,0,0,0,0,0,765,0,0,0,2980,0,7566,0,1014,0,0,714,482,0,15143,0,112,0,3815,0,0,0,0,0,0,3396,0,0,950,0,201,137,0,0,0,1152,0,0,0,1806,0,0,1231,4299,0,0,0,5100,0,0,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,133,0,0,0,136,0,878,0,0,0,0,0,0,0,0,1094,0,0,0,0,0
Segalow,0,0,0,0,0,0,0,0,54795,0,0,0,0,0,0,102179,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,25223,0,0,0,0,0,0,0,0,0,14995,0,4025,7788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6243,0,0,0,0,137057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7831,0,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,0,0,0,0,0,0,0,0,445,0,0,0
XplosionYT,274,2274,0,0,526,1685,0,0,86076,0,0,0,949,0,0,8698,0,871,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,3272,0,0,647,964,128,97,0,90,0,0,1010,0,0,127,0,0,0,0,0,0,945,43140,0,0,0,129,4403,0,0,0,0,0,490,0,2744,0,0,0,3150,0,1469,559,815,1697,0,0,0,1018,0,0,0,103,0,0,63773,0,0,0,0,1661,0,1210,0,0,0,0,0,0,0,850,0,1492,128,91,0,0,0,0,0,0,723,101,84,0,85,0,0,126,90,0,0,116,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,760,0,726,0,0
Sk0pha,0,0,128,0,0,0,0,0,1718,0,0,0,0,0,0,0,0,0,0,100,0,0,3423,0,135,0,1418,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,0,0,0,9578,0,0,0,0,0,15564,890,0,0,21520,0,947,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28344,0,0,0,0,1167,0,0,0,0,0,10987,0,0,0,0,16585,0,0,0,2183,0,0,0,0,84248,123,146,0,0,0
skkuuu,0,0,0,0,0,0,227,0,2623,0,0,0,0,0,0,0,0,9262,21720,0,0,1166,18434,0,7404,0,0,0,0,0,0,0,0,1067,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,287,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,224,0,929,0,0,0,3388,2550,0,5560,0,15949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3904,0,177,771,0,0,0,0,0,0,0,154,0,32002,0,0,2907,623,0,156,0,0,0,0,1407,0,0,21596,0,3570,1267,140,0,0
ieska VV,0,3252,1002,2107,1538,1322,3991,0,52704,1801,119,969,67089,169,15989,41698,1359,1002,0,1614,13985,0,2850,2899,7999,1851,110,2478,7701,883,2854,543,2538,47945,10665,11178,1346,0,42325,1234,1301,929,781,0,3680,0,22146,56240,0,853,42558,9143,601,295,4827,9727,288,102,18370,347,2185,0,652,27242,0,722,922,45603,88682,1123,3019,775,28302,43673,374,46830,24106,13351,27039,0,976,1875,204,244,762,666,0,3429,0,0,8088,1804,134,178,3097,866,7745,798,128,2082,3615,10610,1713,0,47152,770,1168,6791,0,10174,10714,112,0,798,3513,172,661,2329,45633,64299,50524,510,780,2974,40713,1079,125,49578,4935,4779,105015,18407,5423,0,0,9156,5499,43314,6346,1261,2922,0,96,0,95,0,46693,12597,0,0
Unbenannt1,0,3712,5548,0,3517,0,0,13350,2717,0,0,0,11098,5405,0,135,0,0,1648,105,15474,0,0,12252,1177,0,158,3714,4190,88,479,0,0,14727,0,0,4652,0,0,1258,0,111,0,729,108,0,7613,0,0,0,0,4210,0,763,1093,24602,0,2113,0,0,139,0,10406,0,1444,0,16989,0,21055,0,114,0,40338,2299,14497,218,0,1752,189,0,1004,3569,4145,16387,0,193,106,291,14597,165,0,0,0,1323,1007,5412,2304,0,0,0,0,52717,8260,0,0,1038,0,0,0,1305,0,184,175,0,0,0,0,0,14033,5482,169,1085,8234,2077,89,0,4164,695,77,3869,0,0,0,0,9298,48489,158,729,219,0,37501,0,0,1248,0,4095,1676,0,0,0
KlabauterFred,2763,6941,6399,0,2806,0,1930,1174,7219,729,163,926,11407,4348,1526,9252,0,1516,6278,0,7285,127,10440,0,145,1053,2316,1827,4547,802,2635,151,167,58667,0,129,1132,7853,7532,3345,0,1071,7027,0,2347,706,9483,676,0,0,0,0,0,110,120,11409,1137,676,134,0,747,0,0,123,928,122,209,632,26435,1289,0,112,29579,8303,15789,2136,1853,17410,1339,3928,0,0,4103,978,0,2377,920,1098,6512,1100,618,147,0,0,2458,2641,1208,109,2001,0,191,4899,126,114,218,245,144,99,1122,4398,1104,0,180,1230,0,0,154,0,12148,1070,735,0,2067,159,98,0,4335,3132,2007,11157,959,7195,2649,0,3055,10267,7819,243,2552,1840,7407,0,165,2545,1744,2287,15679,864,184,0
Tomjama,0,6569,8126,0,30096,0,2563,0,5928,9519,4396,3066,0,0,886,556,15015,0,0,0,0,197,0,8422,0,3464,24528,0,11953,11213,0,1184,0,0,3693,0,0,0,0,0,7139,106,24080,0,0,0,51596,10039,19495,358,800,1188,0,4813,4774,969,0,1074,10998,0,3573,11048,0,1248,0,1081,193,32815,8350,0,243,0,2428,15913,209,13711,5481,6139,12054,513,20477,0,0,0,2104,0,0,19276,0,8632,0,18500,23484,298,0,178,12597,0,1849,9476,12456,155,177,0,280,0,0,35934,0,53849,28751,0,0,13308,418,1270,112,17982,0,1057,21765,0,0,0,0,0,0,0,903,0,0,2548,0,0,7558,6149,0,476,0,0,153,0,0,366,107,0,0,0,109,1419
