summoner,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
KiritanSAO,4305,15953,65058,7084,7793,9170,4011,4958,14490,2862,19827,2544,4099,2341,1075,31110,1747,109427,8189,2935,4684,6889,5994,12467,11711,11089,15332,51166,9178,5787,995,3837,5919,17167,504,5673,23814,3652,1682,981,55061,113,7397,4412,17967,5943,41095,12293,60050,7060,13105,10846,21894,199837,5391,22970,7669,1524,57024,4109,956,19350,39197,1993,0,1169,7746,5833,22289,21387,1793,630,17710,26680,7791,6654,2550,9546,1962,1230,7449,2337,17252,13162,26505,1083,110,6186,17203,14506,1842,33469,2564,2734,181,7120,12680,3566,12195,1611,4215,1391,4302,6123,5757,8293,1132,13673,672,21064,4849,944,10226,12681,363,4583,17148,3528,20646,4892,25036,2436,20107,6481,18696,3964,2904,7903,28396,14033,8995,3979,6021,43537,1693,13810,6337,36116,10774,3748,80187,0,3904,10246,1680,4496,6071,4600,9710,19813
drinou93,27741,14666,11874,1734,1201,2474,11800,22005,20073,1342,17292,658,5160,8515,211,24361,0,41288,6156,25945,6342,5872,2195,10619,10905,5583,6169,67980,1413,20527,9942,5029,8672,10215,60498,14363,9987,14521,0,826,17704,0,157,35990,24975,13196,12546,15357,86505,24301,8278,3138,8272,3156,9580,7765,8874,23966,1233,4609,6728,10813,57994,3578,0,7389,163704,158,7713,10559,1005,249,11271,11847,3392,5601,1790,15118,827,0,16257,6925,3735,52117,17924,2379,6303,9109,7462,134,3693,0,0,48798,14257,15292,19228,3319,19167,6660,5649,13816,344,8735,13436,330,2919,21679,17518,0,1181,1972,12761,4549,12866,0,4194,119,3838,3467,77180,8479,4227,8518,7742,10803,3591,8923,70464,8500,3845,9443,6049,10929,10607,6058,830,129251,1453,14585,79231,0,5577,644,1978,48560,1099,916,4802,315
Rybo,1753,5375,2316,798,3972,908,4381,0,18621,0,0,0,9555,8503,0,15133,100,2575,2809,6180,10263,2297,10876,337,6481,0,194,26772,1046,2644,22368,2148,4165,190157,0,5469,4112,1277,1692,117,17877,0,69,25763,22530,12316,19462,5144,0,943,4473,2390,19597,165,238,0,14968,9608,129,0,3408,149,7011,402,0,0,33434,132,18964,59427,20809,5775,37293,12770,154,14963,104,63475,4298,3348,8034,25892,4703,1989,735,806,23078,0,0,0,75097,119,8714,0,19062,130,81240,777,2440,0,0,27310,37517,1994,4516,3644,4367,7660,0,12128,0,283,0,0,0,109,4763,106,40518,0,4440,1581,17714,25143,11035,10185,1984,19878,4049,27623,116,8876,2922,43139,12291,3238,25243,155,13654,15583,4057,0,0,0,0,8207,5622,165,637,0
Kadajkox,2625,28974,626,0,2060,276,993,136,18326,518,265,1047,1129,9261,175,6361,29055,3191,4375,3010,28453,3462,659,5982,15416,159,2842,1242023,498,1063,5586,1750,945,4139,0,987,1936,5848,0,9803,1269,273,166,1839,3722,9896,4766,12908,18409,0,6421,2280,5430,1535,3031,9977,1453,3074,749,1723,3008,2481,400,8203,0,3593,28547,1464,1157,1247,1557,1117,0,2578,2917,990,1530,1281,1535,1794,250,1667,2751,0,3713,778,3248,1985,251,118,1506,1490,1474,249,2705,1934,926,2240,3195,113,625,925,3268,669,17613,0,0,3557,416,0,1084,1426,1699,916,1221,0,4095,9995,2039,880,3399,2479,1848,955,878,1196,3089,17037,3433,1901,1746,661599,1649,759,4479,32821,151,4139,4636,5461,162,0,151,1227,1394,0,700,0,342,5046
Triffman333,9401,656,3025,2282,611,30169,8725,3709,14726,0,135,951,5510,2585,1244,15029,4035,964,4950,1469,2256,3177,1856,3378,5073,0,8979,13730,4048,1070,1726,1508,15822,10292,0,1108,5266,175,1353,849,2738,195,1061,1531,9165,0,4526,5344,17687,3056,896,1364,9916,8028,6965,2469,1521,5367,0,2058,664,851,4514,3225,0,699,40911,102,946,8141,0,4988,13181,9016,12194,5629,0,3154,3639,540,4991,1380,764,1045,648,1395,2637,2831,1988,738,1619,95,3384,0,6309,559,3468,0,13523,122,5880,1881,25225,2017,3446,1406,2511,6133,0,139,886,118,220,1896,2113,0,674,794,2519,1242,14195,0,10693,7190,10354,1270,880,3293,52445,5516,909,0,1450,199,3076,6717,4025,1000,234,5970,3228,0,1345,3428,812,3246,1466,165,980,0
Mendø,43435,12510,42440,10686,4748,6399,5474,11639,69628,12358,16556,65983,46440,19814,13594,109578,75358,15026,9638,12336,46696,58629,3664,55357,76221,7770,45914,270566,26234,71395,51891,9634,52934,11609,6599,27267,39148,13925,22414,608,55413,19370,11323,23558,35997,15692,196918,69684,179819,51743,18241,20121,13245,115483,3351,55334,14907,36041,13384,4294,71099,94490,179060,0,114,3599,261410,13559,65253,9496,7685,10884,70934,84394,8251,10474,16929,28333,10908,17744,75281,7852,29614,6416,50034,28332,11065,22177,27108,22122,10940,11888,9797,302,4106,79941,15181,2800,104258,3389,18541,6288,30340,15993,10176,5560,25101,51252,4665,12200,18022,12216,9031,41830,9295,54935,24022,9223,19985,116776,190452,1954,7956,48965,69215,62431,7317,68306,230698,26778,3800,33122,5583,19272,4051,6669,30221,173438,37353,24036,167285,0,1087,4778,39424,67015,32714,10106,52763,952
Ragasa,0,20881,0,0,0,0,232,0,4397,89,0,761,2390,3598,130,19729,706,0,740,0,108,0,760,136,5377,313,1573,3648,0,0,1029,628,0,28894,0,0,702,4768,761,1278,663,0,0,5279,2217,0,1528,7497,0,0,2090,1137,0,0,750,1486,0,931,0,0,0,748,579,110,0,0,3014,1491,5930,1461,0,95,13410,25870,1767,3152,15776,16056,1184,0,1519,527,576,0,147,0,0,0,739,0,129,0,161,0,3431,2301,786,840,0,0,806,0,155,0,0,0,0,1310,0,85,0,830,0,0,0,0,0,0,2624,23606,135,0,0,1233,1516,0,388,833,0,245,3469,200,700,120,120,0,816,240,88,811,567,0,1116,0,0,3171,2143,147,0,297
Sinotex,2167,15906,6792,48460,30089,11615,11123,0,27965,53020,15112,61672,25128,12834,32504,17400,18585,10973,10801,6813,43526,14861,20735,3406,14266,7549,19530,20850,13711,0,109,21006,97311,4782,54659,49295,17092,36484,42155,42497,2751,24646,28792,28012,1314,23969,4430,21382,12064,555,16643,57326,3712,2875,15985,14132,58777,4857,5425,13567,29368,14928,13704,19866,0,22474,2811,13802,29161,23184,10607,11736,1980,15849,5402,20419,12646,8404,17213,10624,15178,1651,16139,5128,15665,18004,29455,16924,7914,4149,3695,30519,17580,50609,3854,11320,4587,88232,17487,9474,1334,811,19271,33074,6102,61551,190496,12306,1302,13883,27457,15115,3240,24873,26782,101318,44263,15231,36186,11315,10514,22643,15147,12004,12001,24312,37200,14901,4569,19573,31225,3026,19678,21006,6104,20629,57304,12465,29593,19820,13904,0,21642,2490,33409,500,46353,37274,2200,19838
Zykerx,0,0,79,0,0,0,0,0,439,0,2002,0,0,0,0,987,0,0,0,0,0,0,0,12530,755,0,1202,0,0,0,590,0,684,0,0,0,656,0,0,0,743,0,0,0,1079,748,0,0,189,0,148,557,28071,891,0,193,0,1091,0,0,0,0,572,787,0,0,694,708,0,0,0,540,2979,468,314,0,0,0,923,223,554,0,158,0,1191,0,0,0,0,0,0,0,0,0,0,0,675,0,768,0,0,0,0,0,0,796,0,0,0,0,0,0,0,11637,0,0,12708,0,0,0,97,0,0,0,11492,0,0,0,1240,169,0,0,0,67357,1625,0,0,2370,0,0,0,0,0,0,0,0,0,0,0,0
Gacavi,0,0,0,0,755,0,0,0,0,0,162,0,0,1526,0,156,0,0,0,0,0,13256,0,599,0,0,0,0,0,0,161,0,540,0,0,0,70141,152,0,0,826,0,1222,0,5590,0,0,586,0,0,0,8592,0,654,0,0,640,0,0,0,0,839,3272,0,0,0,645,893,675,660,0,0,1833,2095,0,718,0,0,111,0,4769,0,0,0,0,0,557,0,121,0,0,0,0,0,0,64,134,0,0,0,0,0,193,0,11786,0,0,0,0,813,0,0,0,0,0,0,0,0,0,353,721,0,0,0,0,0,0,640,909,1485,20988,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,782,0,0,0,0
Unicorn Support,2660,55620,10061,19747,24792,12472,21783,2066,23884,1306,16030,11606,20014,15143,31420,27113,6015,9440,8309,11878,13400,19556,5283,5601,31915,4880,13809,61066,33569,8254,23795,7312,14475,7134,6399,27590,14406,6314,12092,4651,10092,19626,250465,18895,8016,13771,26454,74139,6547,10204,34549,13191,13156,50924,13322,12929,31277,27325,3465,191,19716,119268,108762,67181,0,42510,39525,46698,83939,17449,32727,10912,11062,38480,3261,55303,94517,5313,20892,17472,25338,13600,5130,1334,55165,1183,4200,2937,5508,3933,8511,47188,5098,2608,3949,9007,152472,18737,23985,11698,6674,0,48250,23717,7659,3634,6000,17628,697,53688,87478,6668,14451,35672,10779,4416,6440,18040,28337,449669,16124,5486,5014,16269,53673,145,6302,14643,95551,45026,18395,1473,27565,35284,1090,1690,25348,6440,18856,3270,35739,0,1185,15929,6343,98348,12434,15656,8210,43199
lKnowLedge,4890,27044,14245,7984,0,9341,5491,1114,28545,8500,68402,4785,8149,11800,2960,61503,5045,23244,8177,44940,4481,11007,2302,10241,68510,16327,4146,110274,2484,17194,32323,5932,22273,900,16803,15475,21693,2293,5453,13567,27903,381,1943,8662,6484,24583,87646,88890,65299,20820,13949,4428,9225,15944,14959,4836,11997,27962,21417,6422,41419,131245,41215,682,102,21777,210103,8372,6051,2958,2801,8381,10155,6339,3593,8758,1884,3080,3115,16849,30438,2066,1153,12959,34353,2282,3849,1010,8944,7614,7644,4301,1572,9628,22418,6366,3209,11689,52375,349,2557,1326,2237,2367,4440,365,3076,16674,117,628,1501,16615,20301,83696,5064,8334,3199,0,263,52867,63197,1005,2024,21102,17722,0,8818,22151,80959,15955,4184,9315,26564,18172,568,981,5560,15160,9260,3396,243565,0,848,162,1323,148991,6928,7078,23541,2444
Kurucz666,2313,0,0,1039,658,0,4607,0,0,0,0,0,0,0,346,0,0,0,0,0,2225,0,0,5835,0,0,0,163,0,0,0,1540,0,4087,0,0,107,853,0,0,140,0,0,2756,3766,2019,0,0,0,160,530,0,0,415,0,0,0,0,0,0,0,0,41201,0,0,0,1862,0,0,1386,0,130,14798,973,0,0,0,1318,1225,0,0,0,0,0,0,0,123,0,141,0,0,0,0,2496,3292,175,3580,0,0,0,0,4052,0,0,0,0,2356,0,0,0,0,0,0,0,0,0,0,0,3074,1689,0,0,3516,810,0,0,0,2183,0,0,0,0,0,772,0,149,2443,0,0,6311,11173,0,0,155,22400,2978,0,0,0,0
Toma0811,20410,0,2056,0,0,0,10787,0,0,0,0,0,0,0,0,122,2836,0,2036,0,0,34767,2763,0,4457,0,0,801,0,654,0,0,0,2141,965,4407,0,853,0,0,222,0,0,617,1777,1176,1658,216,0,0,0,0,0,2911,0,0,10687,2582,0,0,104,0,777,0,0,0,2203,0,119,790,1085,0,1635,0,26993,0,0,0,0,0,1120,0,0,175,0,0,109,0,0,0,0,0,0,0,812,0,1068,0,4314,0,0,478,0,0,0,0,3408,0,0,0,0,0,0,0,111,0,122,0,0,0,3474,0,1390,152,0,0,0,1757,1203,269,24013,0,0,0,461,0,552,579,0,0,40909,0,0,155,0,5932,0,3679,141,0
KicKVenT,0,812,0,0,0,0,1364,0,114,0,0,0,4955,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,0,0,0,7735,0,0,1985,1217,0,0,1225,186,0,0,0,0,0,130,0,0,0,0,152,173,0,0,123,33402,3284,790,0,0,0,128,0,21616,10093,0,0,0,0,0,0,0,0,0,152,0,2147,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,549,0,0,1342,1670,0,0,0,111,0,0,16900,442,8754,0,0,0,0,0,0,0,113,0,0,186,0,0,0,0,0,552,0,0,1063,0,0,0,34901,0,643,0,0,0,2831
AmT,5288,14127,15504,265,22172,6207,962,0,7162,2757,6800,495,2638,21895,1332,13939,18065,14551,5715,11366,2336,20835,4267,1187,55693,40732,2464,39680,3214,9428,55814,4273,2804,7396,949,106653,62026,31191,8199,0,3011,10033,1211,44185,2752,19776,5535,0,2742,959,4843,1884,14553,5898,7664,17350,5624,146689,14721,1818,6866,11306,328361,3072,0,4202,29184,33260,5341,19308,19108,9801,7332,36235,376,9906,1150,2083,505,0,12919,23613,7747,47415,7035,0,21607,3251,77,17396,35315,0,2087,4252,16353,35793,8066,18606,1299,2336,0,733,4804,2370,14744,1644,845,18091,1426,0,1667,6366,5632,1234,3713,47478,4218,1881,1292,4377,23414,3554,8876,16547,17166,6027,829,33413,3238,6801,32602,22292,77753,14371,1378,5288,9137,3691,13058,39025,53839,0,111,96,10240,15663,7317,1573,412,5472
Shanei,0,17908,7297,8782,30520,8494,0,0,14654,657,822,4530,31678,89438,12089,9986,175,1791,6768,11193,13980,2286,10772,115,7326,906,0,16607,49371,6881,78088,786,2437,2254,0,15200,918,5313,3271,4851,901,299,2430,8425,1522,4481,13787,7179,0,184,1313,3027,6653,357,5899,19423,5421,11349,9182,0,4847,1902,35508,21725,0,23803,423,2081,1583,10258,799,12733,2055,18929,1369,59223,1267,9750,62849,0,7152,63381,703,747,500,969,5251,5774,14984,0,599,224,1217,93,18526,1375,98,1549,302,0,0,240,12581,212,10825,8748,14514,23333,135,1552,189,497,0,615,11579,0,18553,923,46849,16519,1174,25260,0,3022,1046,130,0,39098,10992,6493,0,4528,13548,9228,718,491,8434,833,10082,4431,2489,0,264,788,1444,92,4411,4328,0,3408
H2O Vodka,11194,119495,48378,17467,8819,23962,36674,11232,67348,19092,24358,59512,14288,9898,27819,85011,20880,10623,9283,13933,922,37427,2566,6800,44933,20750,31582,39773,14677,46989,23357,16237,9199,1776,38467,9996,8387,2184,7329,20892,13039,26529,77456,1939,0,1502,21605,47251,35949,79401,97948,6558,4970,58342,8882,12826,31267,7344,70550,6585,33751,40119,5345,48975,749,40540,32983,162356,127825,18266,14721,10663,3666,69843,3526,90890,71002,5429,26518,41023,33320,5638,7747,919,114523,8612,2555,31430,17960,34351,21552,62804,8648,7970,331,8905,20966,3515,26465,6485,35281,3182,20050,13717,18717,2320,7639,65111,9382,77351,97787,6734,7325,47187,13881,60982,7822,38109,12056,46110,30288,271,2119,10961,9602,1424,8348,21188,107859,16495,11037,8470,3125,12765,2384,2670,2170,37679,15507,3401,32632,1248,3429,70010,56793,6200,23374,56138,45287,25854
DystopiaG,14743,10771,2014,14244,21974,101031,41926,220,50293,2461,11436,17151,14517,12891,40305,60318,30030,48433,194768,8709,9437,3574,28075,2705,2014,29133,67985,34380,68538,12632,8562,25551,8051,56902,159384,2312,3428,3358,26175,32115,6374,33823,75140,3178,10162,18850,107507,14634,13901,19160,18336,178520,9303,7580,23104,7429,15468,37858,13565,345,48512,6883,1297,24496,0,17288,9127,128277,23875,29924,62281,27957,4363,47481,6532,196176,55315,41938,41009,30213,29581,37048,38809,2366,47310,26702,12113,116047,28544,0,8179,36752,20108,23185,3098,2459,917,56463,12751,3215,9035,1387,26454,3775,34009,15920,111188,59322,44524,132483,123981,59141,640,71960,15097,16118,2317,29095,117899,55807,48894,53718,6075,25128,11208,1238,17605,19322,6643,99376,130151,875,3561,8282,9919,19044,1693,55797,37831,15162,1003,0,1846,25152,6380,3098,34163,88489,15552,106265
LXLsecondlife,4317,1199,8246,14194,5874,0,4278,0,5310,0,0,8284,9082,1920,7934,11170,0,0,14966,1314,784,1553,11550,199,3249,0,7717,1746,7451,41657,2246,2159,865,33366,0,116,2289,5281,400,47710,3427,717,7363,71114,48028,4328,4243,10962,3143,2025,2009,5625,11751,5897,2251,3081,1213,7387,152,1873,240,6619,3574,2368,0,713,2936,779,639,10011,1753,6923,46795,10204,3003,7572,2730,18011,1761,113,0,4072,10414,10311,1721,0,24691,19343,381,0,2137,294,43176,683,16752,95979,19499,3011,5529,2362,0,0,2080,854,3811,3493,1100,19733,6266,4614,24114,0,3891,1607,887,194,12462,1419,19556,1240,17718,1979,6404,1016,1870,5525,4205,752,1788,10296,246,765,6142,12513,772,8622,16266,1140,1172,21142,22327,0,274,7363,130,4264,0,925,0,764
pphlegm,0,41054,0,0,0,0,0,80,0,0,0,0,0,4264,3179,0,27817,0,0,547,0,0,114,0,2407,0,1531,236,1465,0,888,0,0,888,0,0,254,0,0,0,2626,0,0,886,0,0,0,132,1306,829,0,0,0,5312,1529,0,0,0,0,0,0,220,0,0,0,0,0,0,1468,114,0,0,1496,187,1111,0,0,0,0,0,2152,0,0,0,0,0,160,2399,0,4656,3607,0,0,0,0,0,0,0,224,2247,0,0,579,200,0,1629,0,0,0,0,0,0,0,0,0,138,100,0,0,0,0,2732,0,0,0,0,0,951,0,0,0,3270,26562,0,0,0,79521,18123,0,1281,0,0,0,0,0,0,0,0,0,0
b00f,32328,0,0,1376,8096,0,24631,0,1183,0,1053,1673,5324,98222,0,1856,0,0,38873,37699,175342,883,6141,0,0,0,2692,123198,42896,0,4384,0,354801,28534,285,14823,287777,14023,4075,3183,0,4600,11863,146637,19800,45320,254070,6124,0,0,1414,27983,3017,919,3027,69985,2312,20944,31582,0,2067,0,2559,7926,0,2096,11194,1300,31341,32901,111897,41369,9784,2814,132201,0,1467,97813,79780,0,0,49980,28443,53800,963,53233,126558,0,42505,0,1808,0,8814,31034,1108,0,0,0,7669,1313,10922,0,5809,146233,20871,20375,2810,153,3193,117,2025,59443,85930,0,745,125,120871,0,10779,5384,171,23212,14419,10968,2686,0,60658,62967,0,23619,2354,0,71964,44115,112,10821,16912,0,10197,59220,5157,0,130874,1214,11374,6877,28961,2984,0,1458
Kyle Crane,14367,13476,7110,11073,2108,10413,4257,341,3214,5128,7168,15116,12207,16183,2915,35368,7792,5111,24365,2228,20912,12246,976,8835,21544,1515,1634,46188,29924,5924,14657,10624,20918,9646,6582,15808,20166,119,31052,6551,9603,4031,10693,6848,17131,8782,42336,1556,9279,697,13400,15835,32157,6435,8206,24830,2369,5497,2366,975,4504,10329,12896,13899,767,5880,24853,2585,16005,28952,16159,7711,428,2683,29932,13086,14017,2972,11543,21586,1741,4632,5854,17526,18894,5521,21160,6049,21606,25463,279,13838,3472,662,15998,7282,4456,12661,4763,5402,12380,12727,30243,175,2585,3325,10286,867,303,3053,1358,75136,13515,20112,2619,9015,12115,10205,4941,37175,16204,3929,1320,16675,14204,310,10752,2798,6829,9530,13101,885,14939,438560,109,4913,3693,16218,14071,8429,34957,0,259,2023,7484,16404,18950,7526,20891,10539
The Shrieker,0,1530,1604,0,0,0,377,5595,4163,0,1858,0,0,0,100,0,688,0,0,109,4465,1674,761,1664,292,0,1818,5214,6216,383,151,1231,172,1755,0,0,0,1380,173,1745,336,764,315,0,1256,0,7437,3174,4416,382,293,1907,6504,431,53346,255,0,5510,0,157,0,0,687,1373,2794,0,5491,0,20317,19234,0,0,1990,9255,10705,853,0,1109,322,3050,0,907,0,0,7804,1159,463351,0,3595,5827,7021,0,0,662,2243,0,0,107,1071,134,1272,10079,602,881,0,134,590,0,87,1791,5737,1274,10491,1321,0,0,10192,0,0,0,0,798,4040,1550,1909,402,1294,2919,5886,0,454,0,0,9438,0,0,1347,178,0,0,8777,0,328,217,0,5187,0,1455,0,0
RANK 1 VEIGAR XD,132,830,124,2959,694,0,6029,0,1504,0,0,0,0,0,0,95,0,0,0,0,0,1506,1995,675,1581,198,1005,1939,689,650,727,108,0,277,0,0,1435,0,1502,1674,0,0,0,0,1285,0,0,112,147,0,710,132,0,294,639,0,0,685,0,0,0,0,2618,0,0,0,711,651,985,1427,7519,714,969,830,6170,1717,0,117,0,0,714,1056,1749,0,0,3168,102,0,876,0,0,0,0,0,1736,0,0,0,2594,0,0,3588,0,336,0,0,110,2250,0,0,1146,0,95,1680,0,0,179,11756,1185,0,739,0,695,1078,0,0,0,2184,1285,165856,132,0,0,15869,7107,171,2211,98,0,0,0,0,0,0,0,137,1793,0,0,0
One Riven,632,2277,844,0,0,0,0,324,669,0,0,0,1157,5605,0,729,0,0,794,0,1093,0,1744,5292,1740,0,0,9402,0,2290,3998,0,0,0,0,941,3341,695,0,782,0,696,0,132,0,861,144,0,743,881,751,961,0,1267,718,713,0,3382,0,1440,0,3409,1415,147,0,0,1457,0,1408,871,0,0,834,1337,0,0,0,0,0,0,111,965,0,0,0,0,0,0,2448,0,109,688,0,907,0,0,3372,276,2339,970,0,0,0,0,0,0,0,2306,0,0,0,0,1445,0,0,0,4056,0,0,1844,1879,0,0,0,5648,0,0,854,1397,98,0,0,1410,0,189,1029,0,0,715,0,1619,0,0,843,649,2664,156,0,0,0
Enis LeeDyr,37596,1125,5328,6314,4598,1141,924,0,1525,2980,3317,7252,9821,1486,2471,6881,1041,0,24452,2058,28946,34145,10982,4677,29201,14103,2597,30316,6345,14908,3263,4222,111722,13752,5759,3304,20551,37288,1184,52140,6945,6383,357,10178,37554,108269,5104,0,1830,0,3967,3968,137,3837,9996,24844,2684,9673,3831,3698,3587,3022,84987,20051,605,0,7423,139,4082,12061,3263,5021,19948,2260,15673,1473,325,21947,6805,912,30692,15079,17719,38172,168,5772,14251,3329,6807,586,4087,3752,3825,45429,24786,78019,149866,5091,1459,4979,906,2449,30986,8929,10462,36363,18836,0,13859,4440,111,7198,2387,780,5455,4255,24905,732,6403,21940,838,3851,10503,1268,914,121812,17579,8205,696,4939,1924,22985,1760,11174,16044,17857,20145,0,5790,5868,39673,0,3968,1693,10039,9549,3266,1423,1124,2304
Šp0ngeBob,0,0,830,13265,10639,1669,691,0,6379,1727,0,0,1108,937,3626,4037,0,139,5977,868,4805,1759,4428,680,208,863,0,2430,3918,769,2094,0,122,1748,0,88,0,10778,336,0,134,0,725,3288,0,137,6332,1089,1786,0,2398,2805,3434,705,1627,606,1065,16701,0,1244,0,1848,823,4170,0,0,4878,104,4388,11420,0,7131,6417,714,11110,582,0,4486,1290,0,144,0,0,0,0,0,19815,1814,960,0,0,1573,1219,1099,0,0,0,0,99,691,0,77,326,1198,623,868,806,788,2207,2459,3328,0,9690,1124,0,0,7529,123,1599,3769,0,0,1860,5143,4964,818,0,1595,576,173,3541,0,583,1203,6054,2689,241,0,0,0,111,0,1331,2609,19657,14770,1457,0,190,0
dverik,4271,0,0,0,0,0,0,0,890,0,0,0,144,0,0,193,0,0,271,139,2379,1264,0,0,0,0,0,0,0,99,0,0,0,0,0,0,170,0,2486,0,0,0,397,0,0,0,0,0,0,0,105,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,28063,1099,0,0,0,2837,1344,270,0,2322,0,0,0,0,0,152,0,0,0,1270,0,0,4136,0,423,0,996,0,229,0,1167,0,0,0,0,0,661,3093,0,0,0,9173,7048,0,0,0,1075,0,0,0,590328,172,1192,0,2186,0,1702,0,0,0,0,4187,333,0,0,114,0,0,0,0,111170,3090,0,0,1162,150,0,0,0,0,0,0
ßlue Spirit,0,910,1402,9789,0,0,0,0,0,0,0,0,206,3393,0,0,169,1135,1984,0,793,471,0,511,1732,0,0,3034,0,0,0,0,0,0,0,0,1273,0,139,0,1199,102,0,0,656,0,0,0,0,753,0,201,0,0,0,87,0,0,1813,0,0,2730,3039,0,0,0,2027,0,0,875,1209,0,0,0,0,1578,0,0,0,0,0,0,1063,1102,3327,0,0,0,0,218,0,0,0,0,1289,106,0,0,1214,0,0,0,0,1083,0,0,0,697,0,0,0,0,741,2825,0,0,0,0,1637,5276,453,0,755,3482,0,0,0,0,0,676,0,0,0,0,0,0,734,658,997,0,35382,0,0,2136,0,2773,0,0,0,0
jhinigamis,4579,14562,12116,2384,2982,1081,28390,34010,28825,6353,83882,4785,11431,1092,19119,31080,0,1216,0,4562,2080,11294,4684,39275,59304,10550,3399,19042,3919,6871,336,0,27571,3934,2066,7825,22162,22548,7115,15856,13386,7673,12837,3373,8393,0,1288430,50478,8135,124825,660,3420,983,7492,2748,0,19305,11877,16952,6012,3340,11568,16124,1818,0,394,78504,19898,10644,1810,1183,0,36713,6720,1082,5753,3778,1768,13929,0,19822,9116,161,3110,60567,0,33,13523,0,0,7282,0,2121,13557,1266,22058,16352,0,4204,3712,14614,0,26631,18186,4086,469,3400,127110,8110,1109,15484,0,0,27812,30757,23499,933,646,10230,22148,6345,2452,1221,32593,2323,5038,1083,30380,63031,1159,321,7657,3274,233,788,3397,11962,30923,605,1777,34091,0,3711,0,3023,13098,1945,10091,419,666
Ínsa,2710,4123,3993,6125,16219,61308,2262,1349,7582,1710,0,2817,3130,44679,540,5793,6320,157,10075,759,3605,672,2237,592,3853,8643,11458,23164,10028,14871,4889,9391,3239,916,537,10501,20304,0,10850,0,5995,1197,8854,726,4307,1106,36614,5998,3826,118,739,4911,7064,7077,659,4417,1363,971,4374,0,2256,13642,410,5152,1249,118,2129,2994,3086,33583,572,275,5802,18363,2888,467,0,3715,146,1890,1265,0,364,623,3051,4252,694,4114,2079,382,1822,813,5316,631,1838,2666,795,970,2042,0,5550,19150,2222,9273,7506,1492,44768,4229,119,530,8582,2341,3637,26671,2915,725,623,5166,1730,12904,1331,881,574,1715,4760,647,208,2137,9504,6736,1071,1507,0,2692,1132,2585,871,6118,2359,7482,21166,0,0,802,0,2677,2774,202,1774,6162
Zelda Two,2663,1744,3335,449,814,1092,8917,68724,22187,2603,1441,1757,11400,12143,0,36053,3994,33186,3519,6883,5696,3001,4839,913168,1742,303,6269,198886,404,1393,2657,0,3319,6771,4308,606,4712,3066,5903,1113,1185,0,1461,1084,27780,5048,85416,118858,70233,44934,2644,2261,2907,17371,5077,2870,83957,4430,2484,25438,12077,4866,13465,1328,0,1439,196839,1601,13583,2562,3325,2628,17420,68759,1242,1457,165,5970,0,2729,7625,180,135,12989,3672,0,6350,1789,2471,0,6276,226,895,93,3815,15580,8316,1861,3784,0,4337,317,10486,1345,2155,4855,1048,9724,113,3045,5118,5360,986,10603,101,5209,8038,381,1783,0,37442,0,22000,2965,62408,2932,2043,17462,125287,8747,1635,0,0,2754,923,6165,1802,62271,2692,40567,41932,0,16343,118,0,24678,4176,3213,4097,286
