summoner,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Focus,7704,1496,35063,3366,210,1808,11596,50852,65836,1334,2196,890,2019,5962,1149,86468,1277,13068,2385,5519,6817,7503,1085,390343,6775,108,20719,118380,1482,7266,1998,3859,31532,4905,0,1379,8189,11623,2357,726,27084,0,3713,139,36830,1315,122728,68479,168163,25759,3058,5326,33153,19467,23770,4856,1037,7344,1108,1208,35982,4549,5107,0,0,788,204087,4676,4190,4229,129,7618,9107,73398,3682,3492,0,131,707,2493,13246,120,1608,153,12004,327,103,1277,1992,8537,0,1512,1567,0,242,4898,1056,1252,5834,805,13679,707,655,0,743,970,4346,40840,5210,1786,6278,2985,1414,5533,0,89,4524,1681,5925,3121,108087,665,3004,10311,235335,323,201,53397,586588,10297,1299,0,2579,46519,644,416,442,139183,4198,2067,14402,0,1059,3916,532,4680,485,1407,219,279
moan for focus,0,59395,2790,27695,13876,21414,26994,751,10631,4938,85015,16492,43132,8973,11297,9578,660,11341,6908,8082,14020,10211,8624,3176,8889,2350,860,166,9041,26331,2531,17218,356,7414,2833,1838,713,2131,4362,899,300,23083,584027,1788,8008,838,519,21093,4004,1761,22553,9437,3871,2548,1367,800,7571,175,160,860,323,13981,0,34091,826,45692,188,409399,33150,42123,7613,999,7669,34785,5243,142758,312771,2642,23407,6004,8045,3523,7902,925,20762,5992,294,5929,2051,590,3901,99544,10541,124,3215,3749,13585,1534,3398,10858,13761,493,1891,7036,131848,0,1933,11242,3962,37426,231660,2373,864,248353,19315,3351,2847,15581,30072,28115,37348,414,1852,2333,4938,727,3436,8439,883,42278,5474,6157,27618,4436,9365,2695,0,10271,11450,695,3470,0,730,155476,6789,8762,16375,14127,1478,7617
LaMachineMarchal,0,0,0,0,0,0,172,0,0,0,0,0,2807,0,0,0,0,0,0,0,0,0,0,0,17170,0,0,7000,0,0,0,0,0,952,0,0,1639,0,0,0,0,0,0,0,753,0,0,0,0,0,671,0,0,0,0,101,0,3957,0,0,0,0,0,0,0,2150,0,0,1300,0,0,1185,0,0,3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3112,0,0,0,0,0,0,0,0,0,1819,0,0,307,0,0,0,0,0,0,0,0,131,0,0,1998,263,145,0,0,0,0,0,294,0,0,0,1238,0,1803,136,0,0,0,0,40017,174,0,0,0,0,806,0,0,0,0
KeizersPingu,87717,33359,131413,17889,6383,1952,7764,2952,59807,0,261,988,68588,7997,37733,29235,124290,40349,111649,16109,125619,11272,14932,5715,25005,12799,75784,44261,16951,70301,24086,71924,116853,96146,69345,27080,4124,58688,11734,119340,44887,26058,6411,19411,60903,66831,15564,164867,4022,1594,36708,30204,0,3594,59447,7131,78619,6720,273,9772,1973,8133,8683,28486,135,14069,18587,6092,40462,18986,36775,110881,1310,22414,93208,36684,8798,137984,60326,19440,14244,2723,5278,6360,5238,104937,12527,161632,21395,5060,2425,13517,17557,22421,24543,21729,451,26831,62126,110439,3118,27563,498,19458,19920,11103,33155,106224,44543,18808,76512,48019,11501,18982,34889,4121,743,4115,9591,19032,7193,16058,34463,2819,16467,1051,51588,40156,2177,71460,3805,57885,29161,40918,41332,5504,10064,20524,8164,55619,3458,0,8762,1381,29655,1833,7121,26987,6447,3778
PwnagePotato,0,1690,574,3760,4988,9438,851,0,7020,5538,2614,3649,3337,2200,2842,4536,451,4393,10573,7995,5171,1317,15920,952,13721,41960,690,9690,3556,2695,4987,1232,5923,11790,6098,34187,8091,1341,14486,734,11336,16061,43573,68234,54074,17597,12090,0,2234,833,4370,20788,0,3198,5026,911,0,31328,1122,3697,11198,6590,19033,160,0,1892,323,1015,4021,2529,2656,5000,2197,10939,6052,13569,0,4734,6195,0,5341,13347,7524,18969,31373,14986,5150,13851,735,1293,767,0,13199,12379,9379,3537,2109,14518,18046,15513,0,938,122,3283,13317,39032,6649,12890,2607,2205,14331,101,4673,9727,4117,2173,0,1722,12922,12865,6933,25963,29986,6604,1896,0,709,9485,1367,15570,1591,8557,775,13817,750,1796,8611,767,3404,13277,4037,0,4514,0,106111,8983,2452,18548,106,2492
ZPR TBL4,13304,6015,15285,25157,673,0,9512,11352,54697,0,5830,176,20824,5373,834,77858,16825,26472,419,15620,33446,720,0,97537,32164,7168,308,147592,199,7564,3654,769,0,2805,959,11610,1780,3515,991,0,56614,0,3748,7738,5335,3153,69523,26843,147900,83532,4032,1757,11344,7888,951,7763,3389,4439,1477,111,1565,19036,34367,1692,0,12712,266516,4124,10500,724,9133,630,6551,50020,1009,7780,4483,3060,664,1124,14838,0,0,2767,964,2389,270,10944,41032,0,20853,35790,0,1748,774,6378,3915,0,5893,8802,19290,919,2200,1084,15072,0,17412,75433,0,12720,6963,22505,1372,16598,3750,20409,483,604,1127,18595,47460,672,0,33829,9622,12302,7457,53841,143643,668,0,6968,0,26767,7463,0,2663,72678,703,6973,223220,0,150,1340,1024,15886,0,0,929,0
MlDget,15790,54952,45369,48258,4556,24957,20507,5773,9232,10535,30742,32130,66213,6676,3848,27271,5351,165103,4041,22998,17270,23815,6841,19911,66780,932,3490,76790,8541,17531,31378,197183,63366,2074,97623,27755,6799,11058,17417,2155,65301,1927,4329,3079,29675,9781,17732,17835,13594,18584,6028,9183,30328,69164,17979,1700,11831,3354,17531,27507,31335,21971,16082,8845,774,10736,51413,24107,33542,10469,41106,19882,5212,25030,16282,32189,2285,17244,9744,60173,11459,6411,30109,17762,24038,15514,31808,10000,22246,31648,20401,8295,5445,4052,27784,15202,7329,57326,29438,4481,5261,16950,119284,11679,9069,18840,14998,30272,7131,6939,9749,10926,58091,31109,5775,27521,15260,3028,38532,25364,29423,11639,32434,14161,22450,34432,12181,4802,52343,28971,6895,691,41469,36772,2726,8644,36251,7288,15052,5527,70420,0,7800,442,6117,27291,39782,26466,95057,3144
Celestial Hoe,0,39385,37582,4648,9387,18324,9885,15527,25963,27384,2538,27712,113,2563,7160,25039,12587,11065,3053,12932,0,15135,0,2018,672,11723,34408,17468,14024,9118,0,5168,1089,1482,675,3308,1453,888,5265,2296,2857,27163,78135,0,0,0,10178,24012,48534,12785,92554,8628,5971,15484,42493,1335,12901,2451,31894,0,20202,9514,1052,14885,945,37321,5018,113931,19227,105,7191,4229,105,16716,5487,31541,102595,0,1328,10112,12414,934,18582,0,34498,4388,789,3698,167,3498,3596,19604,2402,3040,0,0,95,2956,6110,2447,39557,294,3186,2725,526,4086,0,24003,3381,101121,58213,6156,407,12111,12631,26458,0,36029,3793,8703,14625,0,0,4458,11555,1778,4332,7857,16325,6975,9053,6839,10280,3011,2693,906,129,13277,8182,0,736,0,516,48926,9861,1017,19401,19090,13713,66338
Twïx v5,0,0,1783,0,0,0,1221,9838,6931,0,0,0,2781,0,0,8827,0,0,647,0,0,0,710,0,142,0,1826,18122,1402,0,0,0,0,598,0,391,1389,0,0,0,0,0,788,13447,0,128,54465,1801,21967,0,23855,2131,162,0,0,1276,721,11975,0,0,946,0,411,6574,0,2084,16476,5438,5309,5753,0,2246,132,84483,1993,1896,3063,0,21215,0,0,1007,0,15622,9641,3424,457,0,1603,939,0,0,0,0,1176,0,0,651,868,0,11869,0,0,0,0,0,0,2335,0,732,1153,0,0,3739,0,0,0,0,0,194,1527,0,0,2207,6467,0,0,22050,3739,615,2082,2015,461,749,0,0,0,5119,0,0,0,0,0,1560,1841,0,0,0,0,2483
Dougster,95,12218,17715,24355,10179,5207,11096,0,11895,161,2081,9986,9098,1492,2178,35743,961,17637,39382,730,3126,34476,40752,28575,33961,5975,9199,34542,11098,4094,2803,3540,22568,19955,4061,6848,113340,213,1250,934,9910,44360,56667,16071,11141,12975,51231,9903,1789,5223,17780,21711,2992,3824,15885,6329,1400,22318,9557,872,21359,7754,14393,13940,0,8139,22023,50990,10543,21404,4574,26648,12084,199,5114,7608,48064,8238,38967,3134,13528,3544,12280,11090,14295,28858,8127,33397,4924,390,6253,10902,23429,2644,7182,15187,63344,2243,7385,5181,538,271,1545,9020,23210,22516,9340,20923,3252,10159,112410,131,4089,18440,2605,235,0,11908,25316,11328,20607,19993,13623,11945,12810,0,1757,2461,16158,15170,2010,4447,5572,30771,1384,3382,1486,6361,2247,5145,43254,0,1638,7045,8789,4548,152,3531,817,10635
cào ni ma,30298,8371,45107,64487,5982,25628,7793,1319,24074,2032,42103,99389,55440,10279,3197,39584,22869,6128,17156,7267,6058,23212,6289,22482,39486,3042,6781,100508,15163,58445,38234,6886,77257,16571,36888,24530,25027,13143,3943,158,77109,10369,13095,41594,27540,13956,43165,7584,63808,8755,17991,6739,7389,25135,29807,18253,5145,43329,1458,169,7381,87116,156471,5186,0,3921,43190,17595,12651,23709,2426,18375,12475,2664,17687,15377,4426,4756,7692,988,56585,991,7552,5945,11619,19162,13919,8934,49357,25937,24528,11607,11543,6823,8233,38489,127046,2418,31458,912,958,11476,53147,15278,166,3111,11317,8405,1446,5599,6527,0,16936,11732,11716,6855,2111,3042,37380,92468,34907,13488,14191,40623,20340,24185,787,13458,103296,18169,3083,10314,23918,21124,1125,6240,7471,38895,8706,7123,126623,0,1172,15722,27005,72514,9769,18538,64074,1172
Dojyaaaaan,8579,0,2321,0,0,0,6519,16998,796,3390,4068,0,1089,0,0,0,0,0,0,0,10223,1366,168,3237,7114,0,0,4501,0,1365,0,144,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,1213,0,665,0,0,35053,6224,34241,0,0,609,0,0,0,704,0,0,0,0,0,971,0,151,869,2283,0,0,0,0,243,0,0,0,0,155,0,0,1015,605,0,0,12990,730,138,0,0,132,0,124,0,87,0,108,0,0,0,0,0,974,0,0,0,4243,0,8705,0,0,0,0,0,0,867,110,0,0,389,0,0,0,148,109,1267,0,0,0,0,263,0,0,0,0,0,9516,0,0,0,0,154,0,199,0,155
SENNA X9,7157,21835,22039,3241,1123,3754,16334,11530,4534,723,3270,8584,38692,16336,4468,48954,8166,7829,11386,2157,2863,8510,163,70323,32752,14312,11647,31095,7762,2733,26207,4110,5995,2649,165,15874,13180,8917,5672,3072,5792,124,17153,13314,9384,4833,31830,24174,13911,20135,8239,7985,13773,62059,3010,15688,8948,69468,2927,1002,6447,22460,275037,11127,114,14859,47328,7718,48886,8081,4136,1527,12766,8981,4916,26695,5296,2673,12076,409,29452,4987,2395,1914,19439,310,4405,0,35002,26164,125,12898,2626,7526,2638,25953,41868,784,6994,3953,14666,1546,31210,3008,5169,2066,973,8326,353,810,2036,6923,3277,31633,5507,7493,9170,243,3894,127867,16242,0,10333,7417,20037,1976,830,7605,138993,10688,3116,12578,4098,14223,1073,4475,10334,16741,20029,6778,95001,0,0,7873,6287,98121,1655,9429,13972,13824
mime23,12067,34211,69585,44818,13541,16511,23587,6717,22268,10787,54709,63412,19823,33169,2153,70200,613,43492,29612,8712,15319,41890,7123,882,17571,27658,33499,189443,24529,15420,14234,2831,16845,13748,12683,14957,6671,9606,9543,0,36766,262,41234,4444,5737,2050,19790,39548,24899,1676,34471,27068,19314,37153,13746,10337,24780,27501,1334,1143,11347,59826,1332,9470,664,26786,29776,45885,128910,18250,42558,3400,11904,34851,11194,80044,25272,13493,72800,10141,9613,6213,12447,2888,50723,4357,133,7308,19383,12515,4529,13461,8929,146,1480,827,14503,10478,18411,6178,12419,2768,29902,18250,11060,12982,6182,12602,0,20472,32732,24552,3434,30362,2255,13805,4513,4360,57239,26976,20285,5978,7027,13322,19484,1878,6819,7077,24636,67440,28435,0,13034,52098,0,13214,4459,44389,15242,8770,8930,0,2534,8506,1008,16776,8085,18551,34312,21300
DontStepOnDagger,1992,8413,7359,17122,1072,4336,7130,955,46725,3887,5696,14212,20186,5485,3008,37916,1217,14496,5957,4852,7311,9012,3538,8118,45513,1631,27682,39979,4978,25668,18475,2461,6483,1986,14171,12601,11889,12615,5540,6494,6108,16471,18545,1630,21897,11192,15443,39105,13181,39949,23446,5896,25233,625948,19156,12730,9766,14605,28663,0,25447,43299,15770,19603,0,11444,27825,10104,28805,7382,18752,9146,6337,45244,127,12738,9941,3885,2023,541,22504,4040,6605,182,22064,1176,891,15737,17648,122,7323,22494,4280,2097,867,5448,76681,4963,25744,3833,25134,0,10277,8840,2368,19475,1963,45883,553,15306,16921,1896,1769,26374,13478,1229,2148,2344,12579,26094,17256,1616,442,12735,22523,2534,1057,7615,144875,75167,65502,5473,7649,40634,3945,876,1435,12316,21227,44979,37036,0,1521,42546,7653,11948,3643,28908,41721,2384
Robe De Chambreh,182,3969,2315,0,0,746,459,0,3366,663,0,0,1720,1486,105,3202,0,101,316,0,10589,425,3073,0,1278,0,0,5256,1698,1124,12405,639,0,6203,0,14960,0,920,0,817,2166,156,0,2587,8494,639,3188,670,155,0,1210,765,22321,10030,102,0,0,6994,0,0,736,6378,17702,0,0,681,2007,0,4810,2635,493,0,5795,290,571,2297,0,7665,101,0,2044,0,137,0,0,0,2871,0,1898,1000,679,0,0,0,0,6733,1316,0,1424,0,0,0,6153,693,0,2624,6811,346,0,0,0,1199,1416,2522,613,0,0,0,0,7775,4614,480,97,111,0,781,0,1697,1782,156,986,0,0,452,103,121,659,0,11948,609,58213,0,0,0,0,92554,735,0,97,0
Bananenkuchään,2653,5752,3668,4540,152,2823,705,6138,4105,5320,898,4008,2806,2297,0,6224,3783,28975,2142,3087,18254,4101,7415,378,26468,1420,919,7932,3156,5623,10331,5285,68947,7135,1178,2980,12607,5279,5477,1361,6512,6050,120,695,17209,5827,15018,6276,6833,513,1761,6497,3983,7395,6089,0,5835,7649,0,0,19778,2887,3136,7229,3273,4732,14951,10575,10607,8812,3593,9348,842,6631,13133,2733,7113,2381,469,873,6412,409,3503,1125,14963,2788,1774,16285,725,764,953,117,3031,393,2514,4907,28009,1483,12183,873,20195,2748,1596,6042,1175,1061,7794,3747,548,3204,2253,578,251,4593,2217,185,5919,9404,2945,5047,10338,3905,6811,12796,2201,1410,2254,751,32887,1281,4145,0,8562,14373,292,7884,4696,6130,12097,2381,23015,0,4338,8585,6679,5886,118,16645,99,129
HIVundFUßHERPES,0,969,0,0,193,0,1288,168,3647,0,0,4456,1382,7430,638,4072,0,0,600,134,1903,183,2599,1764,11512,0,2513,516,9856,0,220,95,13498,0,0,73,56533,0,1101,133,1057,1259,4190,7872,722,0,2145,0,1946,752,3301,5537,336,0,1887,6580,0,11795,4751,161,4484,0,1693,116,984,2891,0,0,2201,902,0,139,5139,2665,350,131,0,209,0,0,3016,6165,3335,209,2718,1486,253,1004,207,87,0,623,412,11219,0,1951,0,586,1288,0,54250,3883,183232,10526,0,2024,1123,278,151,3084,2103,387,2190,0,0,196,0,1703,3165,3481,1308,1794,0,6196,116169,14378,0,2018,1795,1908,183,0,0,1625,1891,2281,0,0,1368,1661,818,0,166,0,1853,1231,160,1377,0,949
Lord Leonel,15585,2977,3531,41829,8938,5742,7333,391,16715,3102,3175,66157,64983,13962,63807,20656,211,5629,58380,21127,39774,2703,44282,24166,28134,10943,1276,33447,40048,2811,9954,19643,46498,45435,5786,38872,29609,10878,45623,2328,973,24319,46956,21927,46712,7726,56457,13136,7020,1843,8928,34133,22555,3889,8551,10753,7965,29275,16083,3301,10131,7103,32543,21729,0,4270,41276,24847,8028,75314,28584,61365,14180,8609,23880,25386,33549,18317,121134,3317,2559,39776,36573,15443,798,12148,26082,4984,21873,0,4632,23813,15305,19031,7898,63635,506,8421,5359,423,102,0,116784,28590,2745,41570,46231,4647,6215,2161,7887,17115,19792,5714,15335,3586,7815,28113,101330,182463,17463,14245,21554,33907,47363,4679,38087,9817,3806,40821,14323,1409,10104,4977,48941,30404,34182,1748,16626,7512,2406,0,14523,6143,20630,4086,10956,136676,1174,11166
kappa lux abuser,7682,23751,162862,0,4897,18866,11500,3203,23255,3684,2446,803,1050,2062,964,33329,10106,33141,1534,1058,232,46708,91,132,9654,3014,23925,37879,16521,18398,1337,4807,0,25588,90,691,1579,512,3660,0,78195,321,16878,9144,3954,4081,27140,9298,53583,4005,30464,9713,14977,198811,8057,7781,4399,4773,3401,0,11943,28764,12864,30036,15257,12672,8814,20926,414969,4587,7980,0,2295,16346,8278,28677,6467,2381,3431,30221,5013,794,1520,0,15635,1535,1424,12364,50526,38991,15087,14429,4679,0,0,558,6003,0,7689,734,38345,2334,3010,566,8409,0,100,5908,1970,41273,21735,5341,77257,47798,0,22326,4771,972,2399,5577,2283,0,1227,5962,199,0,3336,14770,15540,26953,12094,71,9792,47784,723,130,922,13624,13807,2581,4911,91,0,15246,0,13902,9084,2400,81882,11830
Wes,3132,13520,5169,3809,5415,10202,4982,0,11420,1957,13228,8372,24412,6451,7188,30395,3174,6063,4258,3292,12147,10495,1932,33510,25524,13542,1397,9641,12267,8566,8559,3575,9857,11591,2930,8688,42641,28188,7111,1443,13539,2033,2651,12779,12473,6201,28595,22609,3507,3632,17493,8029,6961,30791,7409,3416,5675,22935,9390,2721,5603,41232,123571,5482,0,6279,35263,4503,18189,9549,894,146,7448,5952,1088,4765,2259,7831,2990,682,11238,5482,1153,6150,2394,719,15188,111,12476,1574,10865,4209,5204,4309,39791,67486,73402,147,7548,4441,6705,2287,9211,7387,12565,3184,5089,5763,1084,5717,1532,638,4140,5657,4310,2957,4537,1545,7990,15715,9752,5224,17521,23231,10418,30676,1416,6907,45653,9193,26780,10541,2535,35491,4629,1488,17227,4624,14969,3618,35008,0,0,5270,3486,16863,3625,231,503,3023
migas4747,8399,37441,37454,1389,6169,7525,21882,0,68378,10072,9063,2156,40716,26235,5002,12600,5078,3057,13233,7007,59666,14262,13262,17478,26326,17727,30748,65940,13347,53934,43597,6851,104785,50830,8164,3219,26313,47759,6674,11050,2633,840,4433,5692,33676,31453,19026,10893,108,10680,2975,5401,14304,51670,13745,34816,21807,143963,15802,2169,30738,32690,123112,5981,8259,5519,9897,5202,37695,19632,938,13240,51094,19679,10964,18144,2347,28826,4874,2254,61398,989,11476,6263,46154,805,13073,8900,11764,2732,6343,1292,2074,9477,45939,180037,140787,4661,14083,8133,7391,723,62724,5477,29927,1326,11420,6922,2584,10734,11905,1671,831,12053,3726,7744,31649,901,19061,155122,5888,2164,2447,20886,33412,6288,2454,63806,23988,15081,54814,6280,12267,21810,6295,22824,16339,1727,32894,12596,114691,0,1400,0,10772,106176,10993,7758,4992,8203
Gorila,6097,15112,6258,36898,3664,21949,14425,142,8920,12390,6596,14027,18441,17874,46242,8786,5130,4477,13591,90868,4779,4670,22650,14579,31244,20760,7746,26370,11456,2832,9096,14931,20215,3961,16270,26876,31039,26348,10305,27154,15779,4162,47607,15767,6204,17131,3842,10081,13228,210,62904,21497,4931,2943,3479,11534,3968,19315,4417,2530,11464,10694,59819,24052,96,6467,34902,33801,16288,11380,21311,16604,2039,11283,2263,41451,76009,10139,29313,4540,23827,9904,11092,8235,25456,7961,4543,3153,18054,543,8422,64994,42670,12083,27211,21729,76648,16276,22606,14249,2230,1410,30729,1956,12541,16873,7883,10241,135,14554,23045,7778,3123,35216,12643,4002,4353,10438,13622,183413,15876,8923,222,13610,11874,55352,3961,13350,3219,11500,22222,38328,47036,15463,2939,4279,12240,4765,9190,8091,13624,0,317,7478,27127,13265,14056,70570,4666,19915
FireBIaze,24340,33347,13787,11712,5823,6379,9406,41178,54139,4809,24429,6021,27441,4358,12930,130826,13661,28716,4876,63102,20786,5845,3910,67751,9701,9737,83,174844,4301,36395,14814,15772,11351,9722,21844,33571,66872,10457,4913,776,16035,2517,2820,43094,11578,28825,103590,64956,105498,53244,6196,5210,13685,7638,4186,13460,12239,14675,5492,2449,27942,19749,137297,10633,698,20367,346855,2992,18428,7616,2609,8889,6548,25444,4758,23075,4952,5273,17273,5726,15194,3155,9297,6041,65137,8533,12456,9178,17358,22791,11497,25271,3638,6670,14929,13398,19884,5469,24162,15257,21742,9341,6377,18262,6114,381,14711,45095,1954,4655,1188,17327,17473,50847,6071,14752,3306,2741,3188,79564,58504,3573,4509,10030,36678,14519,4559,53038,176483,4953,4913,10516,21937,28254,4004,2958,5561,94642,17952,4750,54220,0,730,1871,8302,47225,7843,4393,20994,3556
EIMosco,4126,103372,1507,7769,5325,19615,75257,129,30906,14447,19005,28083,118533,6293,4659,51576,18646,18878,10875,12546,10864,20963,0,8479,55892,18043,2545,17225,1265,3254,25737,15915,4858,980,159577,18617,3815,3439,9785,7476,5780,5768,2983,5780,361,3612,42770,13163,3334,50469,18985,2890,18323,1427,32351,10935,14019,7312,29662,5091,19801,14870,7101,922,563,40675,80532,26986,47970,20841,2858,6174,8059,2764,13708,13855,1630,80937,3865,30257,11523,1164,1388,794,267462,3804,2414,992,8623,2874,1200,3489,2327,1398,2874,9928,17318,3839,69174,119,9471,0,3944,385,2549,306,990,7354,695,11911,5551,1856,723,42198,9014,5089,6860,2635,9020,300317,5338,8078,3426,28969,13852,7639,2966,14570,94343,175577,172881,5736,102180,14484,1202,1479,4088,19819,18118,404,299526,1314,4534,265,3382,130295,24461,8312,104811,5228
Clown 9 Feedy,3133,3611,15753,249852,11369,25280,7117,138,8701,1248,4771,280270,508680,12222,86165,3759,0,1508,11981,4702,1601,27682,4771,12717,35853,20804,6300,35015,2318,11107,26401,29834,3006,2112,9524,9163,0,8357,4454,18284,3054,18020,48122,11478,10206,1455,98466,22676,5225,1375,8601,24446,2036,9617,2491,3087,3116,3562,3823,5711,6904,7618,30635,66600,0,8532,27248,18791,4691,18975,17643,38358,1439,3543,1531,157990,48385,859,85654,636,34511,7831,6987,3670,19239,20680,14700,26130,86086,0,21920,2964,14135,225,171,7859,8907,208,19391,19216,122,0,15174,33484,5213,5223,63641,5928,2712,9954,49243,760,133,4053,40876,476,2794,60779,9234,297123,5465,1909,3568,6587,779,1015,178,1009,19666,43220,975,3552,129,921,1020,3247,3582,1879,1248,6675,30668,0,19721,0,15560,48572,2239,105125,8989,44690
stolkun,14182,7614,23258,4169,7214,4916,3909,665,973,265,1102,149706,20982,4670,5132,4762,5774,5675,13031,519,16031,12107,5933,4854,18436,429,16072,31327,4515,11548,4260,4045,27928,11271,8762,6149,7798,27416,1413,4766,19575,2102,860,5698,26125,4384,20888,17279,14061,240,15685,892,3100,4813,2460,289350,429,249842,4521,8304,7818,2577,9382,1614,248,4321,5460,8496,4962,17105,1411,10659,31769,6857,13822,56179,3338,16945,17223,1217,8913,15359,13143,21425,1131,4242,21624,10972,15121,2636,7247,3934,10062,12615,17555,54714,12276,6457,5205,19182,3699,11758,12804,6643,20089,7349,23586,2062,13230,1333,4127,4754,27990,2667,35303,2871,5996,3621,2088,17305,7253,12560,30946,2204,1591,32226,6344,1975,24335,11093,12065,22119,257,3860,19813,68213,27813,5582,1079,13819,13846,0,6721,1173,12002,11194,3595,1668,3147,891
Flips Flops,8250,16653,15478,38652,17320,9432,12169,517,24931,12380,2843,23081,34334,17180,14381,33770,9575,3314,31897,12400,17652,9370,14460,9484,20352,6699,9980,45846,18315,13872,16524,32938,16026,31489,15366,11017,12793,22955,18080,9743,21892,10876,36834,10394,26894,7044,30263,15793,18405,10472,10553,12080,16031,5957,10178,15700,12368,25657,10603,10325,16145,6948,11937,19320,2922,2524,23348,13148,13711,46608,23481,29775,36588,22133,6507,25877,17603,13734,33820,4520,3242,13850,28807,4691,8217,13060,12857,14357,19905,1348,22920,27518,29293,11588,9177,23872,6253,10923,14047,20147,15161,9187,29404,39186,7118,16655,51984,8770,11918,17676,10231,20777,7416,9614,11949,6002,22671,10524,56291,58642,9879,7092,12093,8324,7127,7902,13569,11804,7557,16778,14806,9703,6449,14166,15447,20053,13865,10246,14706,13516,13907,0,11349,5667,11359,16490,12628,15424,12679,7971
Pétrichôr,100,68929,3248,0,1689,20764,46646,2606,69177,1603,1885,2982,943,32107,3655,73500,936,15175,727,3223,1722,13649,1550,1120,3349,449,6893,15674,10911,4038,2895,2278,149,221,138,1589,94,1349,30525,2212,3609,1683,56697,0,780,2257,11521,19450,38308,9659,49567,9399,279,6287,15045,874,3773,403,9902,3643,7865,40088,254,22915,118,19402,12484,29276,69328,10167,31612,6334,1249,52455,112,58897,29392,90,4649,15644,23072,2098,97,299,39528,121,0,2018,0,5852,67029,3310,1847,0,112,2261,924,4690,565,2427,4351,0,12747,277,8970,399,1085,52313,481,53784,18272,2950,755,78264,408,6630,925,1721,33215,2412,13621,1762,0,11868,12611,0,0,7521,11968,18139,17252,5788,3020,2079,0,14818,1556,49236,3564,2986,926,0,2906,933,0,2806,33785,1612,2514,119369
IlIlLIlIOlIlLIlI,0,0,6694,0,0,0,0,0,0,0,0,0,0,0,3095,1263,0,110,0,0,1321,0,137,129,721,0,0,0,3216,797,123,249,0,3556,0,0,0,0,0,0,616,0,0,115,0,0,973,122,0,0,0,518,454,108,0,1110,0,93,0,0,0,1425,3742,68,0,0,0,0,649,96,0,20802,154,0,0,622,0,9111,760,2114,1522,0,0,0,0,0,1563,2103,271,0,0,0,0,0,0,13213,180,0,2580,0,3915,2545,3953,873,0,0,974,0,0,0,898,204,0,2935,0,0,0,0,1039,3656,0,0,461,144,0,5593,0,124,824,0,1858,0,0,0,801,4030,1368,0,0,0,2452,0,0,0,0,2242,0,0,0,0
ExiledChamp,17802,49646,34117,26389,5475,33683,11182,254,36749,7427,32348,40852,7400,30054,15878,53430,10232,28786,11894,14647,21124,73651,5790,27037,101761,15898,4377,78745,10677,73470,46574,23363,35928,3872,28456,37505,33273,10172,12185,12906,33166,4526,12850,15760,24336,28238,46516,21633,8691,6921,14376,5705,20654,34414,7092,25938,14628,17280,2535,13435,6376,36078,57914,9301,1015,26569,38802,12450,47493,14563,14766,19883,5936,45455,11294,37529,20751,4805,16662,17667,12581,7338,6539,6897,82367,16343,17219,27979,9785,2212,18710,22456,7939,2528,13025,10867,37927,11775,18831,13166,464,2198,32200,10761,9716,4160,16550,17811,1414,1710,9277,22990,25443,26379,20179,16101,40255,7466,10084,45112,16296,22081,5778,23204,2789,1176,19980,20118,28823,16678,19640,13766,42779,19700,2197,3347,15506,10117,15723,5178,199362,0,9627,98,9652,212440,12395,17269,21917,6669
